account_id,account_number_masked,bank_name,branch_id,account_type,holder_person_id,opening_date,closing_date,account_status,kyc_status,city,risk_flag,source
ACC004647,XXXX52174647,SYNTH_COMMERCIAL_BANK,BR008,Savings,P006441,2024-02-24,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004648,XXXX32024648,SYNTH_UNION_BANK,BR003,Current,P000352,2013-03-15,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004649,XXXX92494649,SYNTH_REGIONAL_BANK,BR007,Current,P000995,2026-01-05,,Active,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004650,XXXX12214650,SYNTH_UNION_BANK,BR003,Savings,P003247,2021-07-13,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004651,XXXX82454651,SYNTH_COMMERCIAL_BANK,BR008,Savings,P003833,2023-08-14,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004652,XXXX40884652,SYNTH_NATIONAL_BANK,BR002,Salary,P000385,2022-03-12,,Active,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC004653,XXXX47864653,SYNTH_UNION_BANK,BR003,Savings,P002143,2025-05-02,2025-06-06,Closed,Expired,Pune,true,SYNTH_FINANCE_DB
ACC004654,XXXX16654654,SYNTH_UNION_BANK,BR003,Business,P003176,2012-05-22,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004655,XXXX80254655,SYNTH_COOPERATIVE_BANK,BR005,Salary,P006917,2016-08-10,2023-12-09,Closed,Verified,Pune,false,SYNTH_KYC_DB
ACC004656,XXXX20274656,SYNTH_STATE_BANK,BR001,Joint,P004905,2016-09-12,,Active,Expired,Pune,true,SYNTH_FINANCE_DB
ACC004657,XXXX83964657,SYNTH_REGIONAL_BANK,BR007,Savings,P001905,2022-08-26,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004658,XXXX72934658,SYNTH_COOPERATIVE_BANK,BR005,Salary,P000281,2014-10-24,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004659,XXXX67174659,SYNTH_METRO_BANK,BR006,Savings,P003814,2016-02-24,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004660,XXXX48404660,SYNTH_COMMERCIAL_BANK,BR008,Savings,P006171,2018-10-15,,Dormant,Verified,Pune,false,SYNTH_BANK_CORE
ACC004661,XXXX77744661,SYNTH_STATE_BANK,BR001,Savings,P005005,2013-10-24,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004662,XXXX53254662,SYNTH_COMMERCIAL_BANK,BR008,Savings,P000328,2025-07-07,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004663,XXXX90424663,SYNTH_METRO_BANK,BR006,Salary,P000390,2021-03-11,,Active,Expired,Pune,true,SYNTH_KYC_DB
ACC004664,XXXX91824664,SYNTH_UNION_BANK,BR003,Savings,P001657,2024-07-10,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004665,XXXX52344665,SYNTH_REGIONAL_BANK,BR007,Current,P006541,2018-09-06,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004666,XXXX19644666,SYNTH_STATE_BANK,BR001,Current,P005250,2020-09-04,,Dormant,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004667,XXXX82544667,SYNTH_NATIONAL_BANK,BR002,Current,P003404,2017-12-19,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC004668,XXXX30704668,SYNTH_COOPERATIVE_BANK,BR005,Savings,P000235,2016-11-07,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004669,XXXX81024669,SYNTH_REGIONAL_BANK,BR007,Savings,P006412,2025-06-03,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004670,XXXX66304670,SYNTH_METRO_BANK,BR006,Savings,P002494,2024-02-08,,Dormant,Pending,Pune,false,SYNTH_BANK_CORE
ACC004671,XXXX58344671,SYNTH_COOPERATIVE_BANK,BR005,Current,P005751,2026-07-13,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004672,XXXX92684672,SYNTH_METRO_BANK,BR006,Savings,P003800,2025-03-29,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004673,XXXX15514673,SYNTH_UNION_BANK,BR003,Savings,P000316,2025-03-30,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004674,XXXX69254674,SYNTH_REGIONAL_BANK,BR007,Savings,P006694,2026-07-22,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004675,XXXX85254675,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005163,2025-05-09,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004676,XXXX20374676,SYNTH_COMMERCIAL_BANK,BR008,Savings,P000337,2015-11-09,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004677,XXXX95274677,SYNTH_STATE_BANK,BR001,Savings,P004289,2020-04-01,,Frozen,Pending,Pune,true,SYNTH_BANK_CORE
ACC004678,XXXX91534678,SYNTH_CITY_BANK,BR004,Savings,P005605,2017-06-21,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004679,XXXX39184679,SYNTH_REGIONAL_BANK,BR007,Current,P001432,2019-05-15,2026-06-10,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC004680,XXXX89784680,SYNTH_STATE_BANK,BR001,Savings,P006720,2017-07-05,,Active,Expired,Pune,true,SYNTH_KYC_DB
ACC004681,XXXX99214681,SYNTH_STATE_BANK,BR001,Joint,P000406,2017-04-15,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004682,XXXX17584682,SYNTH_METRO_BANK,BR006,Salary,P003070,2016-02-07,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004683,XXXX23124683,SYNTH_UNION_BANK,BR003,Savings,P000017,2017-08-27,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004684,XXXX76614684,SYNTH_UNION_BANK,BR003,Savings,P005779,2021-12-25,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004685,XXXX69854685,SYNTH_COOPERATIVE_BANK,BR005,Business,P005003,2020-01-19,,Active,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004686,XXXX94954686,SYNTH_NATIONAL_BANK,BR002,Savings,P005929,2016-12-05,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004687,XXXX69604687,SYNTH_COMMERCIAL_BANK,BR008,Joint,P002202,2012-07-17,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004688,XXXX90214688,SYNTH_METRO_BANK,BR006,Business,P000929,2025-01-23,,Dormant,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004689,XXXX42044689,SYNTH_CITY_BANK,BR004,Savings,P006033,2020-03-20,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004690,XXXX51154690,SYNTH_COMMERCIAL_BANK,BR008,Savings,P002608,2024-09-13,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004691,XXXX15254691,SYNTH_UNION_BANK,BR003,Joint,P004065,2015-05-25,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004692,XXXX63774692,SYNTH_CITY_BANK,BR004,Savings,P000133,2024-10-03,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004693,XXXX67744693,SYNTH_METRO_BANK,BR006,Current,P006298,2013-06-17,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004694,XXXX12334694,SYNTH_UNION_BANK,BR003,Savings,P003685,2015-02-22,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004695,XXXX99454695,SYNTH_CITY_BANK,BR004,Savings,P001977,2020-04-30,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004696,XXXX26514696,SYNTH_STATE_BANK,BR001,Current,P003578,2025-09-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004697,XXXX79404697,SYNTH_NATIONAL_BANK,BR002,Savings,P006940,2016-05-14,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004698,XXXX25514698,SYNTH_NATIONAL_BANK,BR002,Business,P001588,2024-09-26,,Dormant,Pending,Pune,false,SYNTH_KYC_DB
ACC004699,XXXX27494699,SYNTH_STATE_BANK,BR001,Savings,P005491,2015-07-29,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004700,XXXX19884700,SYNTH_STATE_BANK,BR001,Current,P004636,2012-04-19,,Active,Expired,Pune,true,SYNTH_BANK_CORE
ACC004701,XXXX71414701,SYNTH_STATE_BANK,BR001,Savings,P002266,2016-04-10,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004702,XXXX61004702,SYNTH_STATE_BANK,BR001,Savings,P006439,2018-03-14,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004703,XXXX95154703,SYNTH_REGIONAL_BANK,BR007,Business,P003118,2023-11-15,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004704,XXXX21354704,SYNTH_STATE_BANK,BR001,Savings,P000465,2020-03-04,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004705,XXXX70134705,SYNTH_NATIONAL_BANK,BR002,Current,P001526,2026-07-15,,Dormant,Verified,Pune,false,SYNTH_BANK_CORE
ACC004706,XXXX45954706,SYNTH_REGIONAL_BANK,BR007,Current,P004151,2018-05-02,2020-01-19,Closed,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC004707,XXXX84544707,SYNTH_CITY_BANK,BR004,Savings,P002498,2020-07-05,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004708,XXXX44984708,SYNTH_NATIONAL_BANK,BR002,Joint,P006224,2014-05-26,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004709,XXXX69214709,SYNTH_NATIONAL_BANK,BR002,Savings,P005956,2022-02-06,2025-01-13,Closed,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004710,XXXX23434710,SYNTH_COMMERCIAL_BANK,BR008,Savings,P000284,2019-12-06,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004711,XXXX61714711,SYNTH_STATE_BANK,BR001,Savings,P002136,2014-05-15,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004712,XXXX44094712,SYNTH_COOPERATIVE_BANK,BR005,Savings,P005328,2012-02-24,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004713,XXXX62854713,SYNTH_COOPERATIVE_BANK,BR005,Joint,P002868,2024-03-05,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004714,XXXX31714714,SYNTH_METRO_BANK,BR006,Savings,P006439,2023-10-02,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004715,XXXX38394715,SYNTH_REGIONAL_BANK,BR007,Business,P000523,2013-10-15,,Frozen,Verified,Pune,true,SYNTH_BANK_CORE
ACC004716,XXXX69904716,SYNTH_STATE_BANK,BR001,Savings,P003828,2015-07-09,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004717,XXXX84624717,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005181,2025-03-31,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004718,XXXX64264718,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005593,2021-05-22,2026-03-13,Closed,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004719,XXXX25754719,SYNTH_CITY_BANK,BR004,Current,P006206,2023-02-06,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004720,XXXX10034720,SYNTH_UNION_BANK,BR003,Business,P004478,2012-05-12,,Dormant,Pending,Pune,false,SYNTH_FINANCE_DB
ACC004721,XXXX79714721,SYNTH_REGIONAL_BANK,BR007,Current,P000640,2013-04-22,,Active,Expired,Pune,true,SYNTH_KYC_DB
ACC004722,XXXX91464722,SYNTH_NATIONAL_BANK,BR002,Savings,P005356,2020-04-16,2022-02-27,Closed,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004723,XXXX74234723,SYNTH_UNION_BANK,BR003,Savings,P005594,2021-06-18,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004724,XXXX24244724,SYNTH_NATIONAL_BANK,BR002,Savings,P001755,2018-12-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004725,XXXX93844725,SYNTH_REGIONAL_BANK,BR007,Salary,P003986,2015-05-02,,Dormant,Pending,Pune,false,SYNTH_FINANCE_DB
ACC004726,XXXX15244726,SYNTH_CITY_BANK,BR004,Savings,P002484,2018-11-29,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004727,XXXX63474727,SYNTH_REGIONAL_BANK,BR007,Business,P000723,2013-07-06,2025-11-26,Closed,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004728,XXXX52914728,SYNTH_NATIONAL_BANK,BR002,Savings,P003345,2014-05-29,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004729,XXXX62144729,SYNTH_METRO_BANK,BR006,Savings,P000284,2014-09-06,,Active,Expired,Pune,true,SYNTH_FINANCE_DB
ACC004730,XXXX44024730,SYNTH_REGIONAL_BANK,BR007,Current,P000773,2021-12-19,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004731,XXXX90084731,SYNTH_COOPERATIVE_BANK,BR005,Savings,P000557,2013-08-18,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004732,XXXX75874732,SYNTH_UNION_BANK,BR003,Savings,P006114,2015-05-19,,Active,Expired,Pune,true,SYNTH_KYC_DB
ACC004733,XXXX82884733,SYNTH_METRO_BANK,BR006,Current,P005826,2019-07-01,,Active,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC004734,XXXX14654734,SYNTH_COOPERATIVE_BANK,BR005,Savings,P001254,2014-05-19,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004735,XXXX70994735,SYNTH_STATE_BANK,BR001,Joint,P002076,2012-10-24,,Dormant,Pending,Pune,false,SYNTH_BANK_CORE
ACC004736,XXXX76504736,SYNTH_COMMERCIAL_BANK,BR008,Savings,P003073,2012-03-31,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004737,XXXX56964737,SYNTH_REGIONAL_BANK,BR007,Savings,P003753,2023-08-15,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004738,XXXX30054738,SYNTH_METRO_BANK,BR006,Current,P006173,2016-08-22,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004739,XXXX26654739,SYNTH_CITY_BANK,BR004,Savings,P002816,2013-02-02,2013-08-18,Closed,Expired,Pune,true,SYNTH_BANK_CORE
ACC004740,XXXX38094740,SYNTH_UNION_BANK,BR003,Savings,P005865,2026-04-29,,Active,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004741,XXXX36544741,SYNTH_NATIONAL_BANK,BR002,Savings,P002743,2017-04-06,,Active,Restricted,Pune,true,SYNTH_LEGACY_BANK
ACC004742,XXXX50954742,SYNTH_UNION_BANK,BR003,Current,P003311,2025-10-29,2026-03-01,Closed,Expired,Pune,true,SYNTH_KYC_DB
ACC004743,XXXX21814743,SYNTH_CITY_BANK,BR004,Current,P005800,2012-04-09,,Dormant,Verified,Pune,false,SYNTH_KYC_DB
ACC004744,XXXX79104744,SYNTH_UNION_BANK,BR003,Savings,P006721,2021-04-21,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC004745,XXXX27914745,SYNTH_COOPERATIVE_BANK,BR005,Savings,P000367,2026-07-06,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004746,XXXX86154746,SYNTH_STATE_BANK,BR001,Savings,P002032,2015-06-05,,Active,Expired,Pune,true,SYNTH_KYC_DB
ACC004747,XXXX59174747,SYNTH_REGIONAL_BANK,BR007,Savings,P002481,2019-09-25,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004748,XXXX68914748,SYNTH_CITY_BANK,BR004,Salary,P003397,2019-09-02,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004749,XXXX20274749,SYNTH_COOPERATIVE_BANK,BR005,Savings,P004131,2016-04-29,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC004750,XXXX74144750,SYNTH_REGIONAL_BANK,BR007,Savings,P004156,2020-06-30,,Frozen,Verified,Pune,true,SYNTH_FINANCE_DB
ACC004751,XXXX84804751,SYNTH_METRO_BANK,BR006,Savings,P000795,2019-12-15,,Frozen,Verified,Pune,true,SYNTH_FINANCE_DB
ACC004752,XXXX69734752,SYNTH_REGIONAL_BANK,BR007,Savings,P002850,2025-07-19,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004753,XXXX35334753,SYNTH_REGIONAL_BANK,BR007,Savings,P002866,2023-05-14,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004754,XXXX55864754,SYNTH_UNION_BANK,BR003,Savings,P003130,2013-12-10,,Active,Expired,Pune,true,SYNTH_FINANCE_DB
ACC004755,XXXX41784755,SYNTH_UNION_BANK,BR003,Savings,P006676,2018-10-20,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004756,XXXX41034756,SYNTH_NATIONAL_BANK,BR002,Current,P000849,2014-09-15,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004757,XXXX42554757,SYNTH_METRO_BANK,BR006,Salary,P002039,2025-12-22,,Active,Restricted,Pune,true,SYNTH_KYC_DB
ACC004758,XXXX81274758,SYNTH_COMMERCIAL_BANK,BR008,Savings,P003590,2019-10-23,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004759,XXXX55044759,SYNTH_STATE_BANK,BR001,Business,P002048,2015-05-09,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004760,XXXX93154760,SYNTH_COOPERATIVE_BANK,BR005,Savings,P004337,2022-09-17,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004761,XXXX71564761,SYNTH_METRO_BANK,BR006,Savings,P003968,2025-02-08,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004762,XXXX11114762,SYNTH_CITY_BANK,BR004,Savings,P004458,2022-10-11,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004763,XXXX25124763,SYNTH_UNION_BANK,BR003,Savings,P001987,2023-11-05,2025-08-16,Closed,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004764,XXXX80804764,SYNTH_COOPERATIVE_BANK,BR005,Savings,P001073,2020-01-17,,Active,Pending,Pune,false,SYNTH_BANK_CORE
ACC004765,XXXX67294765,SYNTH_CITY_BANK,BR004,Savings,P002838,2019-08-12,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004766,XXXX85004766,SYNTH_NATIONAL_BANK,BR002,Savings,P002771,2023-03-14,,Dormant,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004767,XXXX17334767,SYNTH_UNION_BANK,BR003,Savings,P000374,2013-12-11,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004768,XXXX78404768,SYNTH_CITY_BANK,BR004,Current,P000811,2026-07-20,,Dormant,Expired,Pune,true,SYNTH_KYC_DB
ACC004769,XXXX37834769,SYNTH_COOPERATIVE_BANK,BR005,Current,P000184,2025-11-27,,Active,Expired,Pune,true,SYNTH_LEGACY_BANK
ACC004770,XXXX36484770,SYNTH_COOPERATIVE_BANK,BR005,Current,P006136,2017-09-20,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004771,XXXX77684771,SYNTH_COOPERATIVE_BANK,BR005,Joint,P002689,2016-04-16,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004772,XXXX31644772,SYNTH_STATE_BANK,BR001,Salary,P006078,2015-02-03,,Dormant,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004773,XXXX64474773,SYNTH_METRO_BANK,BR006,Current,P003320,2019-07-07,2020-01-10,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC004774,XXXX95274774,SYNTH_STATE_BANK,BR001,Savings,P002230,2015-06-16,,Frozen,Verified,Pune,true,SYNTH_BANK_CORE
ACC004775,XXXX46784775,SYNTH_CITY_BANK,BR004,Business,P001182,2019-08-04,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004776,XXXX35834776,SYNTH_UNION_BANK,BR003,Business,P004628,2023-12-13,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC004777,XXXX28504777,SYNTH_CITY_BANK,BR004,Savings,P003167,2018-11-29,,Active,Restricted,Pune,true,SYNTH_LEGACY_BANK
ACC004778,XXXX24884778,SYNTH_UNION_BANK,BR003,Savings,P001762,2022-01-11,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004779,XXXX94184779,SYNTH_REGIONAL_BANK,BR007,Savings,P001767,2017-03-17,,Active,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004780,XXXX44494780,SYNTH_COOPERATIVE_BANK,BR005,Savings,P004084,2015-10-18,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004781,XXXX71584781,SYNTH_COOPERATIVE_BANK,BR005,Joint,P004933,2021-07-27,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004782,XXXX21054782,SYNTH_STATE_BANK,BR001,Savings,P001528,2014-12-17,,Active,Pending,Pune,false,SYNTH_BANK_CORE
ACC004783,XXXX44194783,SYNTH_STATE_BANK,BR001,Current,P005136,2014-04-19,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004784,XXXX97724784,SYNTH_COOPERATIVE_BANK,BR005,Savings,P004985,2026-02-25,,Active,Restricted,Pune,true,SYNTH_FINANCE_DB
ACC004785,XXXX75374785,SYNTH_COOPERATIVE_BANK,BR005,Savings,P001445,2023-07-01,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004786,XXXX21684786,SYNTH_REGIONAL_BANK,BR007,Savings,P003733,2015-07-22,,Frozen,Verified,Pune,true,SYNTH_LEGACY_BANK
ACC004787,XXXX52924787,SYNTH_CITY_BANK,BR004,Savings,P000503,2026-01-14,,Dormant,Restricted,Pune,true,SYNTH_KYC_DB
ACC004788,XXXX25144788,SYNTH_UNION_BANK,BR003,Business,P002675,2024-08-17,,Active,Restricted,Pune,true,SYNTH_BANK_CORE
ACC004789,XXXX26404789,SYNTH_CITY_BANK,BR004,Savings,P001045,2015-09-10,,Frozen,Expired,Pune,true,SYNTH_FINANCE_DB
ACC004790,XXXX89384790,SYNTH_METRO_BANK,BR006,Business,P004836,2024-05-26,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004791,XXXX46504791,SYNTH_NATIONAL_BANK,BR002,Business,P006820,2018-12-07,2024-12-01,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC004792,XXXX71554792,SYNTH_STATE_BANK,BR001,Savings,P003172,2016-02-14,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004793,XXXX91294793,SYNTH_CITY_BANK,BR004,Salary,P000684,2015-05-29,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004794,XXXX64634794,SYNTH_UNION_BANK,BR003,Savings,P002909,2025-04-26,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004795,XXXX80614795,SYNTH_NATIONAL_BANK,BR002,Savings,P003698,2012-01-01,,Dormant,Verified,Pune,true,SYNTH_BANK_CORE
ACC004796,XXXX52264796,SYNTH_CITY_BANK,BR004,Savings,P006600,2022-01-24,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004797,XXXX99964797,SYNTH_REGIONAL_BANK,BR007,Current,P003474,2015-09-07,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004798,XXXX39304798,SYNTH_COOPERATIVE_BANK,BR005,Savings,P004268,2015-02-05,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004799,XXXX42074799,SYNTH_COMMERCIAL_BANK,BR008,Savings,P000941,2018-06-19,,Active,Pending,Pune,false,SYNTH_FINANCE_DB
ACC004800,XXXX85144800,SYNTH_COOPERATIVE_BANK,BR005,Joint,P003360,2020-11-12,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004801,XXXX75344801,SYNTH_METRO_BANK,BR006,Savings,P005774,2017-12-25,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004802,XXXX85734802,SYNTH_UNION_BANK,BR003,Savings,P005883,2012-11-07,2017-02-14,Closed,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004803,XXXX67844803,SYNTH_COMMERCIAL_BANK,BR008,Savings,P001494,2024-04-25,,Active,Verified,Pune,false,SYNTH_KYC_DB
ACC004804,XXXX42084804,SYNTH_NATIONAL_BANK,BR002,Savings,P005566,2012-08-11,,Dormant,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004805,XXXX78354805,SYNTH_NATIONAL_BANK,BR002,Savings,P002000,2013-10-06,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004806,XXXX56534806,SYNTH_CITY_BANK,BR004,Joint,P000862,2018-09-10,2025-04-11,Closed,Verified,Pune,false,SYNTH_BANK_CORE
ACC004807,XXXX66464807,SYNTH_COOPERATIVE_BANK,BR005,Savings,P003904,2015-05-31,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004808,XXXX30764808,SYNTH_STATE_BANK,BR001,Current,P001633,2021-12-01,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004809,XXXX73194809,SYNTH_REGIONAL_BANK,BR007,Savings,P001333,2019-10-01,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004810,XXXX49704810,SYNTH_NATIONAL_BANK,BR002,Current,P002615,2012-01-11,,Active,Pending,Pune,false,SYNTH_BANK_CORE
ACC004811,XXXX76144811,SYNTH_COMMERCIAL_BANK,BR008,Savings,P005041,2012-03-31,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004812,XXXX14234812,SYNTH_METRO_BANK,BR006,Joint,P005499,2018-11-15,2026-04-06,Closed,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004813,XXXX28254813,SYNTH_METRO_BANK,BR006,Salary,P004300,2014-05-01,,Active,Expired,Pune,true,SYNTH_BANK_CORE
ACC004814,XXXX96434814,SYNTH_COMMERCIAL_BANK,BR008,Savings,P000503,2020-01-22,2026-07-29,Closed,Pending,Pune,false,SYNTH_LEGACY_BANK
ACC004815,XXXX59604815,SYNTH_METRO_BANK,BR006,Joint,P004514,2015-05-17,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004816,XXXX35464816,SYNTH_NATIONAL_BANK,BR002,Savings,P004559,2021-12-13,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004817,XXXX15244817,SYNTH_STATE_BANK,BR001,Savings,P005865,2016-11-21,,Active,Restricted,Pune,true,SYNTH_FINANCE_DB
ACC004818,XXXX38694818,SYNTH_UNION_BANK,BR003,Salary,P000892,2018-08-20,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004819,XXXX61714819,SYNTH_UNION_BANK,BR003,Savings,P003364,2012-02-15,,Active,Verified,Pune,false,SYNTH_BANK_CORE
ACC004820,XXXX88264820,SYNTH_NATIONAL_BANK,BR002,Salary,P001521,2012-06-18,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004821,XXXX24974821,SYNTH_NATIONAL_BANK,BR002,Current,P005547,2018-06-30,,Active,Pending,Pune,false,SYNTH_KYC_DB
ACC004822,XXXX86204822,SYNTH_REGIONAL_BANK,BR007,Salary,P006045,2020-10-04,,Active,Verified,Pune,false,SYNTH_FINANCE_DB
ACC004823,XXXX92644823,SYNTH_STATE_BANK,BR001,Business,P003200,2013-03-02,,Active,Verified,Pune,false,SYNTH_LEGACY_BANK
ACC004824,XXXX11374824,SYNTH_UNION_BANK,BR003,Savings,P000679,2013-12-10,,Dormant,Verified,Pune,false,SYNTH_LEGACY_BANK
