mention_id,document_id,case_id,text_span,start_char,end_char,entity_type,extracted_value,resolved_entity_id,confidence,resolution_status
EM00030629,DOC006126,C006126,9332916598,270,280,PHONE,9332916598,,0.0,UNRESOLVED
EM00030630,DOC006126,C006126,Yerawada,112,120,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00030631,DOC006127,C006127,Kajal Sutar,46,57,PERSON,Kajal Sutar,P006603,0.99,RESOLVED
EM00030632,DOC006127,C006127,Shreya Gaikwad,164,178,PERSON,Shreya Gaikwad,P003864,0.99,RESOLVED
EM00030633,DOC006127,C006127,MH14XB7833,262,272,VEHICLE,MH14XB7833,,0.0,UNRESOLVED
EM00030634,DOC006127,C006127,9378444012,292,302,PHONE,9378444012,,0.0,UNRESOLVED
EM00030635,DOC006127,C006127,Wakad,146,151,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00030636,DOC006128,C006128,Tejas Sanjay Wagh,47,64,PERSON,Tejas Sanjay Wagh,P002985,0.99,RESOLVED
EM00030637,DOC006128,C006128,Neha Salunkhe,157,170,PERSON,Neha Salunkhe,P005573,0.99,RESOLVED
EM00030638,DOC006128,C006128,MH15IA6074,254,264,VEHICLE,MH15IA6074,,0.0,UNRESOLVED
EM00030639,DOC006128,C006128,9623939247,284,294,PHONE,9623939247,,0.0,UNRESOLVED
EM00030640,DOC006128,C006128,Kothrud,137,144,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00030641,DOC006129,C006129,Simran Prakash Sawant,48,69,PERSON,Simran Prakash Sawant,P006739,0.99,RESOLVED
EM00030642,DOC006129,C006129,Pooja Kadam,183,194,PERSON,Pooja Kadam,P001831,0.99,RESOLVED
EM00030643,DOC006129,C006129,MH14UM2258,278,288,VEHICLE,MH14UM2258,,0.0,UNRESOLVED
EM00030644,DOC006129,C006129,9202938615,308,318,PHONE,9202938615,,0.0,UNRESOLVED
EM00030645,DOC006129,C006129,Shivajinagar,158,170,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00030646,DOC006130,C006130,Sakshi Pande,49,61,PERSON,Sakshi Pande,P000856,0.99,RESOLVED
EM00030647,DOC006130,C006130,Tejas Dilip Pande,143,160,PERSON,Tejas Dilip Pande,P006022,0.99,RESOLVED
EM00030648,DOC006130,C006130,MH15DF6310,244,254,VEHICLE,MH15DF6310,,0.0,UNRESOLVED
EM00030649,DOC006130,C006130,9917158800,274,284,PHONE,9917158800,,0.0,UNRESOLVED
EM00030650,DOC006130,C006130,Chinchwad,121,130,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00030651,DOC006131,C006131,Vivek Anil More,44,59,PERSON,Vivek Anil More,P002897,0.99,RESOLVED
EM00030652,DOC006131,C006131,Meera Dhumal,138,150,PERSON,Meera Dhumal,P003364,0.99,RESOLVED
EM00030653,DOC006131,C006131,MH15II3824,234,244,VEHICLE,MH15II3824,,0.0,UNRESOLVED
EM00030654,DOC006131,C006131,9300462374,264,274,PHONE,9300462374,,0.0,UNRESOLVED
EM00030655,DOC006131,C006131,Kondhwa,118,125,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00030656,DOC006132,C006132,Sam Sharma,44,54,PERSON,Sam Sharma,P001010,0.99,RESOLVED
EM00030657,DOC006132,C006132,Aditi Sharma,154,166,PERSON,Aditi Sharma,P000701,0.99,RESOLVED
EM00030658,DOC006132,C006132,MH12IC8050,250,260,VEHICLE,MH12IC8050,,0.0,UNRESOLVED
EM00030659,DOC006132,C006132,9713331426,280,290,PHONE,9713331426,,0.0,UNRESOLVED
EM00030660,DOC006132,C006132,Viman Nagar,130,141,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00030661,DOC006133,C006133,Dhruv K.,48,56,PERSON,Dhruv K.,P003435,0.99,RESOLVED
EM00030662,DOC006133,C006133,Harsh K Sutar,146,159,PERSON,Harsh K Sutar,P000459,0.99,RESOLVED
EM00030663,DOC006133,C006133,MH42WX6290,243,253,VEHICLE,MH42WX6290,,0.0,UNRESOLVED
EM00030664,DOC006133,C006133,9722785439,273,283,PHONE,9722785439,,0.0,UNRESOLVED
EM00030665,DOC006133,C006133,Yerawada,125,133,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00030666,DOC006134,C006134,Tanvi Mahesh Kulkarni,45,66,PERSON,Tanvi Mahesh Kulkarni,P000599,0.99,RESOLVED
EM00030667,DOC006134,C006134,Vidya S.,162,170,PERSON,Vidya S.,P004635,0.99,RESOLVED
EM00030668,DOC006134,C006134,MH15IE2945,254,264,VEHICLE,MH15IE2945,,0.0,UNRESOLVED
EM00030669,DOC006134,C006134,9310474567,284,294,PHONE,9310474567,,0.0,UNRESOLVED
EM00030670,DOC006134,C006134,Kondhwa,142,149,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00030671,DOC006135,C006135,Pranav Pande,48,60,PERSON,Pranav Pande,P004540,0.99,RESOLVED
EM00030672,DOC006135,C006135,Amit Kumar Kadam,145,161,PERSON,Amit Kumar Kadam,P005284,0.99,RESOLVED
EM00030673,DOC006135,C006135,MH14HO8723,245,255,VEHICLE,MH14HO8723,,0.0,UNRESOLVED
EM00030674,DOC006135,C006135,9366882120,275,285,PHONE,9366882120,,0.0,UNRESOLVED
EM00030675,DOC006135,C006135,Shivajinagar,120,132,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00030676,DOC006136,C006136,Bhavana Kiran Kulkarni,49,71,PERSON,Bhavana Kiran Kulkarni,P006609,0.99,RESOLVED
EM00030677,DOC006136,C006136,Manish Gore,180,191,PERSON,Manish Gore,P003659,0.99,RESOLVED
EM00030678,DOC006136,C006136,MH14RE9435,275,285,VEHICLE,MH14RE9435,,0.0,UNRESOLVED
EM00030679,DOC006136,C006136,9960943845,305,315,PHONE,9960943845,,0.0,UNRESOLVED
EM00030680,DOC006136,C006136,Bhosari,160,167,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00030681,DOC006137,C006137,Kajal K Pawar,44,57,PERSON,Kajal K Pawar,P001773,0.99,RESOLVED
EM00030682,DOC006137,C006137,Harsh More,150,160,PERSON,Harsh More,P003978,0.99,RESOLVED
EM00030683,DOC006137,C006137,MH14QJ8779,244,254,VEHICLE,MH14QJ8779,,0.0,UNRESOLVED
EM00030684,DOC006137,C006137,9634228938,274,284,PHONE,9634228938,,0.0,UNRESOLVED
EM00030685,DOC006137,C006137,Aundh,132,137,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00030686,DOC006138,C006138,Shubham P Deshmukh,47,65,PERSON,Shubham P Deshmukh,P000745,0.99,RESOLVED
EM00030687,DOC006138,C006138,Isha Gaikwad,159,171,PERSON,Isha Gaikwad,P006483,0.99,RESOLVED
EM00030688,DOC006138,C006138,MH42DL6518,255,265,VEHICLE,MH42DL6518,,0.0,UNRESOLVED
EM00030689,DOC006138,C006138,9509396733,285,295,PHONE,9509396733,,0.0,UNRESOLVED
EM00030690,DOC006138,C006138,Pimpri,140,146,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00030691,DOC006139,C006139,Rohan Dilip Joshi,48,65,PERSON,Rohan Dilip Joshi,P006424,0.99,RESOLVED
EM00030692,DOC006139,C006139,Mrunal R Gaikwad,149,165,PERSON,Mrunal R Gaikwad,P006430,0.99,RESOLVED
EM00030693,DOC006139,C006139,MH14NQ2813,249,259,VEHICLE,MH14NQ2813,,0.0,UNRESOLVED
EM00030694,DOC006139,C006139,9617745537,279,289,PHONE,9617745537,,0.0,UNRESOLVED
EM00030695,DOC006139,C006139,Katraj,130,136,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00030696,DOC006140,C006140,Abhishek Desai,45,59,PERSON,Abhishek Desai,P006644,0.99,RESOLVED
EM00030697,DOC006140,C006140,Bhavana Anil Chavan,152,171,PERSON,Bhavana Anil Chavan,P000699,0.99,RESOLVED
EM00030698,DOC006140,C006140,MH14JS9160,255,265,VEHICLE,MH14JS9160,,0.0,UNRESOLVED
EM00030699,DOC006140,C006140,9961243447,285,295,PHONE,9961243447,,0.0,UNRESOLVED
EM00030700,DOC006140,C006140,Viman Nagar,128,139,LOCATION,Viman Nagar,,0.45,AMBIGUOUS
EM00030701,DOC006141,C006141,Vidya Gore,49,59,PERSON,Vidya Gore,P005627,0.99,RESOLVED
EM00030702,DOC006141,C006141,Vikas Sawant,160,172,PERSON,Vikas Sawant,P001720,0.99,RESOLVED
EM00030703,DOC006141,C006141,MH14RF4247,256,266,VEHICLE,MH14RF4247,,0.0,UNRESOLVED
EM00030704,DOC006141,C006141,9528141141,286,296,PHONE,9528141141,,0.0,UNRESOLVED
EM00030705,DOC006141,C006141,Vishrantwadi,135,147,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00030706,DOC006142,C006142,Gaurav Mahesh Shinde,46,66,PERSON,Gaurav Mahesh Shinde,P002325,0.99,RESOLVED
EM00030707,DOC006142,C006142,Kunal Jadhav,157,169,PERSON,Kunal Jadhav,P006366,0.99,RESOLVED
EM00030708,DOC006142,C006142,MH15QB3644,253,263,VEHICLE,MH15QB3644,,0.0,UNRESOLVED
EM00030709,DOC006142,C006142,9108225229,283,293,PHONE,9108225229,,0.0,UNRESOLVED
EM00030710,DOC006142,C006142,Wakad,139,144,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00030711,DOC006143,C006143,Madhura Gore,45,57,PERSON,Madhura Gore,P001573,0.99,RESOLVED
EM00030712,DOC006143,C006143,Saurabh Kumar Naik,153,171,PERSON,Saurabh Kumar Naik,P001897,0.99,RESOLVED
EM00030713,DOC006143,C006143,MH42RT9518,255,265,VEHICLE,MH42RT9518,,0.0,UNRESOLVED
EM00030714,DOC006143,C006143,9120300725,285,295,PHONE,9120300725,,0.0,UNRESOLVED
EM00030715,DOC006143,C006143,Bhosari,133,140,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00030716,DOC006144,C006144,Deepa Sawant,45,57,PERSON,Deepa Sawant,P000314,0.99,RESOLVED
EM00030717,DOC006144,C006144,Mrunal Prakash Kadam,135,155,PERSON,Mrunal Prakash Kadam,P005610,0.99,RESOLVED
EM00030718,DOC006144,C006144,MH12YO2835,239,249,VEHICLE,MH12YO2835,,0.0,UNRESOLVED
EM00030719,DOC006144,C006144,9867425193,269,279,PHONE,9867425193,,0.0,UNRESOLVED
EM00030720,DOC006144,C006144,Baner,117,122,LOCATION,Baner,,0.45,AMBIGUOUS
EM00030721,DOC006145,C006145,Atharva Gore,43,55,PERSON,Atharva Gore,P001334,0.99,RESOLVED
EM00030722,DOC006145,C006145,Aniket Gore,134,145,PERSON,Aniket Gore,P000425,0.99,RESOLVED
EM00030723,DOC006145,C006145,MH15TO6373,229,239,VEHICLE,MH15TO6373,,0.0,UNRESOLVED
EM00030724,DOC006145,C006145,9644847747,259,269,PHONE,9644847747,,0.0,UNRESOLVED
EM00030725,DOC006145,C006145,Bhosari,114,121,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00030726,DOC006146,C006146,Mrunal Prakash Kadam,43,63,PERSON,Mrunal Prakash Kadam,P005610,0.99,RESOLVED
EM00030727,DOC006146,C006146,Nikhil Pande,153,165,PERSON,Nikhil Pande,P005732,0.99,RESOLVED
EM00030728,DOC006146,C006146,MH12GY8503,249,259,VEHICLE,MH12GY8503,,0.0,UNRESOLVED
EM00030729,DOC006146,C006146,9504840339,279,289,PHONE,9504840339,,0.0,UNRESOLVED
EM00030730,DOC006146,C006146,Swargate,132,140,LOCATION,Swargate,,0.45,AMBIGUOUS
EM00030731,DOC006147,C006147,Aditya Deshmukh,48,63,PERSON,Aditya Deshmukh,P002157,0.99,RESOLVED
EM00030732,DOC006147,C006147,Rahul Wagh,156,166,PERSON,Rahul Wagh,P001955,0.99,RESOLVED
EM00030733,DOC006147,C006147,MH42BN2300,250,260,VEHICLE,MH42BN2300,,0.0,UNRESOLVED
EM00030734,DOC006147,C006147,9663251524,280,290,PHONE,9663251524,,0.0,UNRESOLVED
EM00030735,DOC006147,C006147,Aundh,138,143,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00030736,DOC006148,C006148,Vaishnavi Thakur,43,59,PERSON,Vaishnavi Thakur,P000164,0.99,RESOLVED
EM00030737,DOC006148,C006148,Atharva Prakash Salunkhe,151,175,PERSON,Atharva Prakash Salunkhe,P005268,0.99,RESOLVED
EM00030738,DOC006148,C006148,MH14RM6471,259,269,VEHICLE,MH14RM6471,,0.0,UNRESOLVED
EM00030739,DOC006148,C006148,9200242516,289,299,PHONE,9200242516,,0.0,UNRESOLVED
EM00030740,DOC006148,C006148,Dhankawadi,128,138,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00030741,DOC006149,C006149,Madhura Mahesh Patil,45,65,PERSON,Madhura Mahesh Patil,P005667,0.99,RESOLVED
EM00030742,DOC006149,C006149,Aditi Sanjay Bhosale,159,179,PERSON,Aditi Sanjay Bhosale,P003112,0.99,RESOLVED
EM00030743,DOC006149,C006149,MH15TE6094,263,273,VEHICLE,MH15TE6094,,0.0,UNRESOLVED
EM00030744,DOC006149,C006149,9187452204,293,303,PHONE,9187452204,,0.0,UNRESOLVED
EM00030745,DOC006149,C006149,Swargate,138,146,LOCATION,Swargate,,0.45,AMBIGUOUS
EM00030746,DOC006150,C006150,Shubham Shinde,47,61,PERSON,Shubham Shinde,P004064,0.99,RESOLVED
EM00030747,DOC006150,C006150,Shreya Salunkhe,156,171,PERSON,Shreya Salunkhe,P002336,0.99,RESOLVED
EM00030748,DOC006150,C006150,MH12WJ2478,255,265,VEHICLE,MH12WJ2478,,0.0,UNRESOLVED
EM00030749,DOC006150,C006150,9969071533,285,295,PHONE,9969071533,,0.0,UNRESOLVED
EM00030750,DOC006150,C006150,Katraj,137,143,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00030751,DOC006151,C006151,Nikhil Kiran Bhosale,43,63,PERSON,Nikhil Kiran Bhosale,P005059,0.99,RESOLVED
EM00030752,DOC006151,C006151,Pooja Kiran Salunkhe,159,179,PERSON,Pooja Kiran Salunkhe,P002472,0.99,RESOLVED
EM00030753,DOC006151,C006151,MH42HE1088,263,273,VEHICLE,MH42HE1088,,0.0,UNRESOLVED
EM00030754,DOC006151,C006151,9118623121,293,303,PHONE,9118623121,,0.0,UNRESOLVED
EM00030755,DOC006151,C006151,Kothrud,139,146,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00030756,DOC006152,C006152,Vaishnavi Anil Naik,45,64,PERSON,Vaishnavi Anil Naik,P000928,0.99,RESOLVED
EM00030757,DOC006152,C006152,Kunal Sutar,162,173,PERSON,Kunal Sutar,P001244,0.99,RESOLVED
EM00030758,DOC006152,C006152,MH14QP8071,257,267,VEHICLE,MH14QP8071,,0.0,UNRESOLVED
EM00030759,DOC006152,C006152,9250548780,287,297,PHONE,9250548780,,0.0,UNRESOLVED
EM00030760,DOC006152,C006152,Bhosari,142,149,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00030761,DOC006153,C006153,Tanu Gaikwad,48,60,PERSON,Tanu Gaikwad,P001543,0.99,RESOLVED
EM00030762,DOC006153,C006153,Tanu Kumar Chavan,139,156,PERSON,Tanu Kumar Chavan,P002085,0.99,RESOLVED
EM00030763,DOC006153,C006153,MH42SX1592,240,250,VEHICLE,MH42SX1592,,0.0,UNRESOLVED
EM00030764,DOC006153,C006153,9670314015,270,280,PHONE,9670314015,,0.0,UNRESOLVED
EM00030765,DOC006153,C006153,Pimpri,120,126,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00030766,DOC006154,C006154,Bhavana Kumar Deshmukh,47,69,PERSON,Bhavana Kumar Deshmukh,P002317,0.99,RESOLVED
EM00030767,DOC006154,C006154,Neha Anil Dhumal,163,179,PERSON,Neha Anil Dhumal,P006184,0.99,RESOLVED
EM00030768,DOC006154,C006154,MH14GE6305,263,273,VEHICLE,MH14GE6305,,0.0,UNRESOLVED
EM00030769,DOC006154,C006154,9357319585,293,303,PHONE,9357319585,,0.0,UNRESOLVED
EM00030770,DOC006154,C006154,Hadapsar,142,150,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00030771,DOC006155,C006155,Mrunal Wagh,43,54,PERSON,Mrunal Wagh,P000921,0.99,RESOLVED
EM00030772,DOC006155,C006155,Saurabh Kiran Naik,135,153,PERSON,Saurabh Kiran Naik,P001897,0.99,RESOLVED
EM00030773,DOC006155,C006155,MH15JR4376,237,247,VEHICLE,MH15JR4376,,0.0,UNRESOLVED
EM00030774,DOC006155,C006155,9417309780,267,277,PHONE,9417309780,,0.0,UNRESOLVED
EM00030775,DOC006155,C006155,Chinchwad,113,122,LOCATION,Chinchwad,,0.45,AMBIGUOUS
EM00030776,DOC006156,C006156,Aditya Kiran Chavan,45,64,PERSON,Aditya Kiran Chavan,P006161,0.99,RESOLVED
EM00030777,DOC006156,C006156,Anjali Mahesh Gaikwad,153,174,PERSON,Anjali Mahesh Gaikwad,P004233,0.99,RESOLVED
EM00030778,DOC006156,C006156,MH14OW9656,258,268,VEHICLE,MH14OW9656,,0.0,UNRESOLVED
EM00030779,DOC006156,C006156,9543039294,288,298,PHONE,9543039294,,0.0,UNRESOLVED
EM00030780,DOC006156,C006156,Kothrud,133,140,LOCATION,Kothrud,,0.45,AMBIGUOUS
EM00030781,DOC006157,C006157,Yash Mahesh Shinde,46,64,PERSON,Yash Mahesh Shinde,P006356,0.99,RESOLVED
EM00030782,DOC006157,C006157,Yash Shinde,163,174,PERSON,Yash Shinde,P001468,0.99,RESOLVED
EM00030783,DOC006157,C006157,MH12QG4859,258,268,VEHICLE,MH12QG4859,,0.0,UNRESOLVED
EM00030784,DOC006157,C006157,9889874774,288,298,PHONE,9889874774,,0.0,UNRESOLVED
EM00030785,DOC006157,C006157,Dhankawadi,140,150,LOCATION,Dhankawadi,,0.45,AMBIGUOUS
EM00030786,DOC006158,C006158,Manish Raj Gaikwad,44,62,PERSON,Manish Raj Gaikwad,P006088,0.99,RESOLVED
EM00030787,DOC006158,C006158,Vikas Joshi,149,160,PERSON,Vikas Joshi,P002591,0.99,RESOLVED
EM00030788,DOC006158,C006158,MH15XO2081,244,254,VEHICLE,MH15XO2081,,0.0,UNRESOLVED
EM00030789,DOC006158,C006158,9873661622,274,284,PHONE,9873661622,,0.0,UNRESOLVED
EM00030790,DOC006158,C006158,Baner,131,136,LOCATION,Baner,,0.45,AMBIGUOUS
EM00030791,DOC006159,C006159,Pallavi Mahesh Patil,48,68,PERSON,Pallavi Mahesh Patil,P003824,0.99,RESOLVED
EM00030792,DOC006159,C006159,Aarav Prakash Gore,148,166,PERSON,Aarav Prakash Gore,P002337,0.99,RESOLVED
EM00030793,DOC006159,C006159,MH42PC5201,250,260,VEHICLE,MH42PC5201,,0.0,UNRESOLVED
EM00030794,DOC006159,C006159,9507731723,280,290,PHONE,9507731723,,0.0,UNRESOLVED
EM00030795,DOC006159,C006159,Bhosari,128,135,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00030796,DOC006160,C006160,Dhruv Kale,48,58,PERSON,Dhruv Kale,P003008,0.99,RESOLVED
EM00030797,DOC006160,C006160,Anjali Kadam,137,149,PERSON,Anjali Kadam,P006132,0.99,RESOLVED
EM00030798,DOC006160,C006160,MH15MI3596,233,243,VEHICLE,MH15MI3596,,0.0,UNRESOLVED
EM00030799,DOC006160,C006160,9533113976,263,273,PHONE,9533113976,,0.0,UNRESOLVED
EM00030800,DOC006160,C006160,Kondhwa,117,124,LOCATION,Kondhwa,,0.45,AMBIGUOUS
EM00030801,DOC006161,C006161,Arjun Jadhav,44,56,PERSON,Arjun Jadhav,P005912,0.99,RESOLVED
EM00030802,DOC006161,C006161,Kajal Gore,160,170,PERSON,Kajal Gore,P000469,0.99,RESOLVED
EM00030803,DOC006161,C006161,MH42GX5874,254,264,VEHICLE,MH42GX5874,,0.0,UNRESOLVED
EM00030804,DOC006161,C006161,9458829875,284,294,PHONE,9458829875,,0.0,UNRESOLVED
EM00030805,DOC006161,C006161,Yerawada,139,147,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00030806,DOC006162,C006162,Swapnil R More,47,61,PERSON,Swapnil R More,P005670,0.99,RESOLVED
EM00030807,DOC006162,C006162,V. Sutar,141,149,PERSON,V. Sutar,P000193,0.99,RESOLVED
EM00030808,DOC006162,C006162,MH12AS6050,233,243,VEHICLE,MH12AS6050,,0.0,UNRESOLVED
EM00030809,DOC006162,C006162,9627866634,263,273,PHONE,9627866634,,0.0,UNRESOLVED
EM00030810,DOC006162,C006162,Bhosari,121,128,LOCATION,Bhosari,,0.45,AMBIGUOUS
EM00030811,DOC006163,C006163,Sahil Mane,45,55,PERSON,Sahil Mane,P003326,0.99,RESOLVED
EM00030812,DOC006163,C006163,Rohit Bhosale,136,149,PERSON,Rohit Bhosale,P005237,0.99,RESOLVED
EM00030813,DOC006163,C006163,MH15BK1392,233,243,VEHICLE,MH15BK1392,,0.0,UNRESOLVED
EM00030814,DOC006163,C006163,9395164083,263,273,PHONE,9395164083,,0.0,UNRESOLVED
EM00030815,DOC006163,C006163,Hadapsar,115,123,LOCATION,Hadapsar,,0.45,AMBIGUOUS
EM00030816,DOC006164,C006164,Nikhil K Sawant,43,58,PERSON,Nikhil K Sawant,P001402,0.99,RESOLVED
EM00030817,DOC006164,C006164,Simran Dilip Patil,146,164,PERSON,Simran Dilip Patil,P001580,0.99,RESOLVED
EM00030818,DOC006164,C006164,MH42HA4479,248,258,VEHICLE,MH42HA4479,,0.0,UNRESOLVED
EM00030819,DOC006164,C006164,9338258040,278,288,PHONE,9338258040,,0.0,UNRESOLVED
EM00030820,DOC006164,C006164,Katraj,127,133,LOCATION,Katraj,,0.45,AMBIGUOUS
EM00030821,DOC006165,C006165,Akash Ramesh Naik,46,63,PERSON,Akash Ramesh Naik,P003706,0.99,RESOLVED
EM00030822,DOC006165,C006165,Aarav Pawar,163,174,PERSON,Aarav Pawar,P001202,0.99,RESOLVED
EM00030823,DOC006165,C006165,MH12AQ8202,258,268,VEHICLE,MH12AQ8202,,0.0,UNRESOLVED
EM00030824,DOC006165,C006165,9519153467,288,298,PHONE,9519153467,,0.0,UNRESOLVED
EM00030825,DOC006165,C006165,Vishrantwadi,138,150,LOCATION,Vishrantwadi,,0.45,AMBIGUOUS
EM00030826,DOC006166,C006166,Dhruv Shinde,49,61,PERSON,Dhruv Shinde,P002936,0.99,RESOLVED
EM00030827,DOC006166,C006166,Vidya Naik,161,171,PERSON,Vidya Naik,P004707,0.99,RESOLVED
EM00030828,DOC006166,C006166,MH42QW2590,255,265,VEHICLE,MH42QW2590,,0.0,UNRESOLVED
EM00030829,DOC006166,C006166,9738727904,285,295,PHONE,9738727904,,0.0,UNRESOLVED
EM00030830,DOC006166,C006166,Shivajinagar,136,148,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00030831,DOC006167,C006167,Atharva G.,48,58,PERSON,Atharva G.,P003896,0.99,RESOLVED
EM00030832,DOC006167,C006167,Siddharth Gore,135,149,PERSON,Siddharth Gore,P002903,0.99,RESOLVED
EM00030833,DOC006167,C006167,MH14UQ3894,233,243,VEHICLE,MH14UQ3894,,0.0,UNRESOLVED
EM00030834,DOC006167,C006167,9213965915,263,273,PHONE,9213965915,,0.0,UNRESOLVED
EM00030835,DOC006167,C006167,Aundh,117,122,LOCATION,Aundh,,0.45,AMBIGUOUS
EM00030836,DOC006168,C006168,Kunal K Mane,48,60,PERSON,Kunal K Mane,P000266,0.99,RESOLVED
EM00030837,DOC006168,C006168,Priya Mahesh Shinde,150,169,PERSON,Priya Mahesh Shinde,P004700,0.99,RESOLVED
EM00030838,DOC006168,C006168,MH42FO1916,253,263,VEHICLE,MH42FO1916,,0.0,UNRESOLVED
EM00030839,DOC006168,C006168,9347957589,283,293,PHONE,9347957589,,0.0,UNRESOLVED
EM00030840,DOC006168,C006168,Swargate,129,137,LOCATION,Swargate,,0.45,AMBIGUOUS
EM00030841,DOC006169,C006169,Abhishek More,45,58,PERSON,Abhishek More,P006388,0.99,RESOLVED
EM00030842,DOC006169,C006169,Amit Bhosale,137,149,PERSON,Amit Bhosale,P001011,0.99,RESOLVED
EM00030843,DOC006169,C006169,MH14BV3844,233,243,VEHICLE,MH14BV3844,,0.0,UNRESOLVED
EM00030844,DOC006169,C006169,9699137460,263,273,PHONE,9699137460,,0.0,UNRESOLVED
EM00030845,DOC006169,C006169,Pimpri,118,124,LOCATION,Pimpri,,0.45,AMBIGUOUS
EM00030846,DOC006170,C006170,Priya Bhosale,47,60,PERSON,Priya Bhosale,P006382,0.99,RESOLVED
EM00030847,DOC006170,C006170,Swapnil Prakash Wagh,153,173,PERSON,Swapnil Prakash Wagh,P005423,0.99,RESOLVED
EM00030848,DOC006170,C006170,MH42VJ3974,257,267,VEHICLE,MH42VJ3974,,0.0,UNRESOLVED
EM00030849,DOC006170,C006170,9211173193,287,297,PHONE,9211173193,,0.0,UNRESOLVED
EM00030850,DOC006170,C006170,Wakad,135,140,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00030851,DOC006171,C006171,Atharva Deshmukh,44,60,PERSON,Atharva Deshmukh,P005950,0.99,RESOLVED
EM00030852,DOC006171,C006171,Sonali Sutar,153,165,PERSON,Sonali Sutar,P004337,0.99,RESOLVED
EM00030853,DOC006171,C006171,MH14VU3597,249,259,VEHICLE,MH14VU3597,,0.0,UNRESOLVED
EM00030854,DOC006171,C006171,9384317588,279,289,PHONE,9384317588,,0.0,UNRESOLVED
EM00030855,DOC006171,C006171,Wakad,135,140,LOCATION,Wakad,,0.45,AMBIGUOUS
EM00030856,DOC006172,C006172,Vaishnavi T.,47,59,PERSON,Vaishnavi T.,P004874,0.99,RESOLVED
EM00030857,DOC006172,C006172,G. Shinde,149,158,PERSON,G. Shinde,P000253,0.99,RESOLVED
EM00030858,DOC006172,C006172,MH42DH9744,242,252,VEHICLE,MH42DH9744,,0.0,UNRESOLVED
EM00030859,DOC006172,C006172,9990072852,272,282,PHONE,9990072852,,0.0,UNRESOLVED
EM00030860,DOC006172,C006172,Yerawada,128,136,LOCATION,Yerawada,,0.45,AMBIGUOUS
EM00030861,DOC006173,C006173,Yash Prakash Gaikwad,45,65,PERSON,Yash Prakash Gaikwad,P006606,0.99,RESOLVED
EM00030862,DOC006173,C006173,Vaishnavi Naik,156,170,PERSON,Vaishnavi Naik,P006525,0.99,RESOLVED
EM00030863,DOC006173,C006173,MH42QN4517,254,264,VEHICLE,MH42QN4517,,0.0,UNRESOLVED
EM00030864,DOC006173,C006173,9728850181,284,294,PHONE,9728850181,,0.0,UNRESOLVED
EM00030865,DOC006173,C006173,Baner,138,143,LOCATION,Baner,,0.45,AMBIGUOUS
EM00030866,DOC006174,C006174,Pranav M.,44,53,PERSON,Pranav M.,P004536,0.99,RESOLVED
EM00030867,DOC006174,C006174,Nikhil Kumar Sharma,154,173,PERSON,Nikhil Kumar Sharma,P005427,0.99,RESOLVED
EM00030868,DOC006174,C006174,MH42QY8347,257,267,VEHICLE,MH42QY8347,,0.0,UNRESOLVED
EM00030869,DOC006174,C006174,9350436823,287,297,PHONE,9350436823,,0.0,UNRESOLVED
EM00030870,DOC006174,C006174,Shivajinagar,129,141,LOCATION,Shivajinagar,,0.45,AMBIGUOUS
EM00030871,DOC006175,C006175,Manish Mane,43,54,PERSON,Manish Mane,P003925,0.99,RESOLVED
EM00030872,DOC006175,C006175,Mrunal Jadhav,162,175,PERSON,Mrunal Jadhav,P002877,0.99,RESOLVED
EM00030873,DOC006175,C006175,MH12KL9121,259,269,VEHICLE,MH12KL9121,,0.0,UNRESOLVED
EM00030874,DOC006175,C006175,9342035425,289,299,PHONE,9342035425,,0.0,UNRESOLVED
EM00030875,DOC006175,C006175,Pimpri,143,149,LOCATION,Pimpri,,0.45,AMBIGUOUS
