person_id,full_name,alias_name,gender,date_of_birth,age,nationality,occupation,address,city,district,state,pincode,email,person_status,known_since,source_system,record_confidence,created_at,updated_at
P004801,Aanya Dhumal,,Female,1991-05-18,35,Indian,Student,"813, Canal Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,aanya.dhumal@example.test,Other,2018-04-04,CASE_DB,0.894,2025-03-24T02:03:00,2025-08-06T07:56:00
P003052,Shubham Kiran Chavan,,Male,1965-04-21,61,Indian,Retired,"756, Nagar Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,shubhamchavan@example.test,Victim,2021-02-16,IDENTITY_DB,0.922,2026-06-16T06:15:00,2026-07-10T21:35:00
P002931,Simran Salunkhe,,Female,2005-04-11,21,Indian,Student,"391, Temple Road, Baner, Pune",Pune,Pune,Maharashtra,411045,simran.salunkhe49@example.test,Complainant,2024-12-05,CASE_DB,0.894,2026-04-17T16:47:00,2026-06-21T05:56:00
P003664,Kavya V Bhosale,,Female,1987-05-19,39,Indian,Driver / Transport,"720, Main Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,kbhosale905@example.test,Other,2012-07-30,CASE_DB,0.894,2023-04-05T22:47:00,2025-12-28T09:45:00
P002416,Omkar Thakur,Omkar,Male,1965-07-13,61,Indian,Retired,"360, College Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,omkar.thakur@example.test,Witness,2025-04-23,LEGACY_DB,0.874,2026-01-25T19:50:00,2026-03-18T19:05:00
P005675,Rohit Vijay Pawar,,Male,1977-03-21,49,Indian,Private Employee,"738, Park Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,,Witness,2016-05-26,IDENTITY_DB,0.872,2017-03-04T08:10:00,2024-11-18T17:53:00
P000063,Rohit R Mane,,Male,1991-09-21,34,Indian,Business Owner,"563, College Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,rohit.mane389@example.test,Witness,2016-01-22,INTELLIGENCE_DB,0.88,2020-09-26T21:09:00,2021-07-06T03:14:00
P000281,Abhishek Ramesh Shinde,Abhishek,Male,1972-04-05,54,Indian,Self Employed,"833, Market Road, Baner, Pune",Pune,Pune,Maharashtra,411045,,Victim,2019-02-20,FIELD_REPORT,0.852,2023-05-05T23:21:00,2025-07-10T02:24:00
P001730,Rohit Desai,R. Desai,Male,1986-11-12,39,Indian,Business Owner,"201, Nagar Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,rohit.desai@example.test,Victim,2017-12-21,IDENTITY_DB,0.972,2019-05-28T18:02:00,2021-08-02T09:43:00
P003857,Rohan Dilip More,Rohan,Male,1972-04-26,54,Indian,Self Employed,"790, Park Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,rohanmore@example.test,Witness,2023-12-23,CASE_DB,0.944,2024-11-20T16:40:00,2025-06-30T11:21:00
P006816,Vivek P More,,Male,1973-05-20,53,Indian,Business Owner,"798, Canal Road, Baner, Pune",Pune,Pune,Maharashtra,411045,vivek.more831@example.test,Complainant,2018-03-02,COURT_RECORD,0.908,2022-12-01T09:38:00,2024-10-31T12:55:00
P002249,Rohit Jadhav,Rohit Mahesh,Male,1990-10-01,35,Indian,Driver / Transport,"810, Station Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,,Complainant,2016-04-21,CASE_DB,0.894,2021-11-15T19:29:00,2022-01-03T09:16:00
P004758,Sakshi Kiran Desai,,Female,1982-02-21,44,Indian,Business Owner,"396, Canal Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,sakshi.desai@example.test,Victim,2019-11-23,INTELLIGENCE_DB,0.88,2022-12-20T17:05:00,2025-01-08T07:28:00
P002540,Neha Vijay Sharma,,Female,2003-05-18,23,Indian,Self Employed,"978, Park Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,nehasharma@example.test,Victim,2020-04-05,COURT_RECORD,0.908,2020-07-26T15:15:00,2024-05-13T06:34:00
P004291,Dhruv Anil Gaikwad,D. Gaikwad,Male,1982-01-11,44,Indian,Private Employee,"577, Link Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,dhruv.gaikwad499@example.test,Victim,2020-05-12,FIELD_REPORT,0.902,2024-02-19T17:38:00,2025-12-03T23:21:00
P005163,Madhura Anil More,,Female,1993-02-05,33,Indian,Self Employed,"853, Station Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,mmore904@example.test,Witness,2015-10-30,IDENTITY_DB,0.922,2016-12-10T06:26:00,2017-04-17T10:01:00
P006874,Aditya Dilip Patil,,Male,1997-01-24,29,Indian,Self Employed,"528, College Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,aditya.patil@example.test,Complainant,2021-03-28,COURT_RECORD,0.908,2024-11-11T18:12:00,2025-09-22T02:06:00
P001548,Ritesh Kale,,Male,1987-01-04,39,Indian,Private Employee,"977, Station Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,riteshkale@example.test,Victim,2022-01-27,IDENTITY_DB,0.922,2025-07-29T16:19:00,2025-10-29T22:49:00
P003544,M. Deshmukh,,Female,1984-06-02,42,Indian,Professional,"787, Nagar Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,meera.deshmukh876@example.test,Witness,2021-09-20,INTELLIGENCE_DB,0.88,2026-05-07T14:49:00,2026-08-15T17:33:00
P004128,Swati Joshi,Swati J.,Female,1990-04-07,36,Other,Government Employee,"208, Park Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,sjoshi464@example.test,Accused,2017-05-18,CASE_DB,0.944,2018-11-03T22:53:00,2024-01-16T22:17:00
P004761,Kavya K Sharma,,Female,1994-08-19,32,Indian,Private Employee,"126, Main Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,kavya.sharma@example.test,Witness,2023-05-09,FIELD_REPORT,0.852,2024-07-02T05:43:00,2025-05-04T03:14:00
P006612,Shruti Vijay Gaikwad,,Female,2000-12-22,25,Indian,Student,"333, Station Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,shrutigaikwad@example.test,Accused,2017-05-15,FIELD_REPORT,0.852,2025-11-17T07:00:00,2026-02-10T15:55:00
P002542,Aditi D Gore,,Female,1973-02-13,53,Indian,Private Employee,"83, Main Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,aditi.gore102@example.test,Victim,2025-02-10,FIELD_REPORT,0.852,2026-07-14T05:18:00,2026-07-30T21:39:00
P000109,Harsh Raj Thakur,,Male,1990-03-02,36,Indian,Self Employed,"131, Market Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,hthakur829@example.test,Witness,2015-07-15,IDENTITY_DB,0.922,2023-06-09T16:35:00,2026-02-06T02:50:00
P003081,Aditi Mane,,Female,1999-05-26,27,Sri Lankan,Student,"460, College Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,aditi.mane@example.test,Victim,2024-05-28,IDENTITY_DB,0.922,2024-08-21T12:53:00,2026-04-29T21:56:00
P003319,Kunal Jadhav,,Male,1984-12-01,41,Indian,Business Owner,"529, Main Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,kunaljadhav@example.test,Complainant,2025-07-26,COURT_RECORD,0.908,2025-12-26T22:10:00,2026-02-22T16:14:00
P001087,Bhavana Kadam,,Female,1998-07-28,28,Indian,Driver / Transport,"64, Ring Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,bhavana.kadam792@example.test,Complainant,2020-03-12,CASE_DB,0.894,2020-10-22T12:57:00,2022-11-07T09:21:00
P004358,Sonali V Bhosale,,Female,1984-07-02,42,Indian,Self Employed,"552, College Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,sbhosale912@example.test,Complainant,2012-11-30,CASE_DB,0.894,2020-01-21T21:02:00,2021-12-22T16:15:00
P006749,Harsh Joshi,,Male,1991-04-22,35,Indian,Private Employee,"802, College Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,harsh.joshi@example.test,Victim,2025-03-22,COURT_RECORD,0.908,2025-04-20T16:17:00,2025-06-26T01:49:00
P002884,Tejas Dhumal,,Male,1982-02-11,44,Indian,Private Employee,"846, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,tejasdhumal@example.test,Witness,2022-10-15,CASE_DB,0.894,2025-04-08T06:43:00,2026-01-06T04:41:00
P004120,Dhruv Shinde,D. Shinde,Male,1998-12-06,27,Indian,Professional,"104, Park Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,,Victim,2016-05-13,IDENTITY_DB,0.922,2023-10-23T03:26:00,2023-12-17T12:34:00
P001950,Riya Sutar,Riya Kiran,Female,1982-12-11,43,Indian,Private Employee,"114, Ring Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,,Accused,2021-10-08,CASE_DB,0.894,2025-05-27T03:18:00,2025-09-23T09:42:00
P001435,Yash Sanjay Kulkarni,,Male,1985-06-23,41,Indian,Driver / Transport,"688, Canal Road, Baner, Pune",Pune,Pune,Maharashtra,411045,yash.kulkarni@example.test,Complainant,2021-11-13,LEGACY_DB,0.824,2023-02-09T02:53:00,2024-08-26T21:47:00
P006632,Tejas Mahesh Shinde,,Male,1996-01-22,30,Indian,Self Employed,"735, Nagar Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,tejasshinde@example.test,Other,2023-07-02,IDENTITY_DB,0.922,2026-01-04T07:07:00,2026-08-10T20:01:00
P004011,Shreya Ramesh Kulkarni,,Female,1987-09-15,38,Indian,Self Employed,"245, Canal Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,shreya.kulkarni545@example.test,Victim,2021-10-08,CASE_DB,0.894,2025-03-13T15:41:00,2026-05-03T19:52:00
P002496,Nikhil Sanjay Salunkhe,Nikhil Ramesh,Male,1985-06-24,41,Indian,Private Employee,"476, Link Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,nsalunkhe606@example.test,Complainant,2016-02-24,LEGACY_DB,0.874,2017-04-23T01:04:00,2025-01-06T00:36:00
P002960,Rohan Sharma,,Male,1978-09-18,47,Indian,Private Employee,"172, Canal Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,,Person of Interest,2017-11-30,LEGACY_DB,0.774,2019-11-05T13:59:00,2025-11-08T07:26:00
P000583,Simran Bhosale,,Female,1991-12-22,34,Indian,Student,"237, Temple Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,simranbhosale@example.test,Accused,2020-11-14,CASE_DB,0.894,2023-10-26T04:21:00,2026-05-22T01:51:00
P006056,Madhura Prakash Sutar,,Female,1984-08-18,42,Indian,Government Employee,"805, Link Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,madhura.sutar543@example.test,Witness,2024-02-26,CASE_DB,0.894,2024-03-14T22:30:00,2025-09-10T05:52:00
P001651,Gaurav Shinde,,Male,1978-09-21,47,Indian,Government Employee,"762, College Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,gshinde632@example.test,Person of Interest,2020-02-27,IDENTITY_DB,0.922,2023-06-27T21:24:00,2024-12-03T09:25:00
P005140,Kunal V Pawar,,Male,1969-03-15,57,Indian,Private Employee,"358, Nagar Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,kunal.pawar@example.test,Witness,2012-03-24,COURT_RECORD,0.908,2020-06-21T01:23:00,2022-02-12T15:30:00
P000432,Aniket Anil Naik,Aniket Vijay,Male,1979-07-09,47,Indian,Business Owner,"749, Ring Road, Baner, Pune",Pune,Pune,Maharashtra,411045,aniketnaik@example.test,Person of Interest,2015-10-12,IDENTITY_DB,0.972,2021-10-20T22:17:00,2024-12-24T01:26:00
P006554,Dhruv Kadam,Dhruv K.,Male,1999-03-01,27,Indian,Unemployed,"259, Park Road, Viman Nagar, Pune",Pune,Pune,Maharashtra,411014,dhruv.kadam87@example.test,Person of Interest,2021-10-12,LEGACY_DB,0.874,2026-06-01T02:46:00,2026-06-22T11:22:00
P003877,Pallavi Prakash Sawant,Pallavi S.,Female,1977-06-17,49,Indian,Private Employee,"540, College Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,psawant108@example.test,Accused,2022-11-19,CASE_DB,0.944,2023-02-12T00:53:00,2026-01-12T04:06:00
P002915,Amit Jadhav,,Male,1996-06-09,30,Nepalese,Daily Wage Worker,"626, Main Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,amit.jadhav@example.test,Other,2019-05-21,FIELD_REPORT,0.852,2021-12-21T09:05:00,2025-02-09T19:59:00
P000292,Bhavana Wagh,,Female,1989-04-03,37,Indian,Business Owner,"11, College Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,bhavanawagh@example.test,Victim,2015-12-17,FIELD_REPORT,0.852,2016-12-02T11:13:00,2020-08-24T06:29:00
P001510,Harsh K.,,Male,1994-11-26,31,British,Student,"92, Ring Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,harsh.kale525@example.test,Person of Interest,2012-02-12,CASE_DB,0.894,2017-08-13T18:51:00,2024-09-18T21:15:00
P001599,Mrunal M Dhumal,M. Dhumal,Female,1978-02-26,48,Indian,Self Employed,"228, Park Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,mdhumal320@example.test,Accused,2025-01-13,INTELLIGENCE_DB,0.93,2026-01-09T05:10:00,2026-05-01T21:39:00
P005321,Manish K Kadam,,Male,1966-07-17,60,Indian,Retired,"315, Temple Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,manish.kadam@example.test,Accused,2021-03-04,INTELLIGENCE_DB,0.88,2023-06-29T06:14:00,2024-11-10T06:27:00
P002025,Madhura P Gore,,Female,1990-06-06,36,Indian,Private Employee,"926, Temple Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,madhuragore@example.test,Accused,2012-05-26,COURT_RECORD,0.908,2023-09-16T18:14:00,2025-09-03T00:59:00
P003244,Kajal More,,Female,1977-01-25,49,Indian,Student,"73, Canal Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,kajal.more740@example.test,Witness,2019-03-15,LEGACY_DB,0.824,2025-06-06T07:16:00,2026-02-03T19:57:00
P001418,Sneha Prakash Chavan,,Female,1961-06-03,65,Indian,Homemaker,"907, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,schavan962@example.test,Victim,2013-08-19,INTELLIGENCE_DB,0.88,2025-08-15T01:58:00,2026-08-16T09:07:00
P005233,R. Chavan,,Male,1990-12-16,35,Indian,Skilled Worker,"759, Main Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,rohan.chavan@example.test,Complainant,2015-11-12,COURT_RECORD,0.908,2023-04-04T16:37:00,2024-02-11T10:52:00
P001707,Abhishek Jadhav,Abhishek,Male,2000-08-27,26,Indian,Student,"708, Link Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,abhishekjadhav@example.test,Accused,2014-12-16,IDENTITY_DB,0.972,2015-08-17T03:49:00,2017-03-15T00:26:00
P003497,Nikhil Kiran Naik,,Male,1988-09-25,37,Indian,Student,"716, Ring Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,nikhil.naik633@example.test,Accused,2013-08-26,COURT_RECORD,0.908,2018-05-11T07:34:00,2022-07-30T13:08:00
P006518,Rahul Deshmukh,,Male,1977-05-03,49,Indian,Daily Wage Worker,"711, Canal Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,rdeshmukh91@example.test,Victim,2014-09-05,FIELD_REPORT,0.852,2019-01-05T14:25:00,2021-12-10T12:28:00
P003737,Vivek Thakur,,Male,1986-05-01,40,Indian,Self Employed,"905, Station Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,vivek.thakur@example.test,Witness,2015-09-15,IDENTITY_DB,0.922,2020-05-09T05:46:00,2022-06-29T05:22:00
P006875,Meera Pande,,Female,1999-09-01,26,Indian,Private Employee,"288, Park Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,,Witness,2015-07-14,CASE_DB,0.844,2021-12-08T05:23:00,2022-09-18T16:31:00
P002315,Sakshi Mane,Sakshi,Female,1975-07-16,51,Indian,Private Employee,"243, Nagar Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,sakshi.mane624@example.test,Complainant,2018-04-06,COURT_RECORD,0.958,2024-02-25T12:34:00,2024-06-01T10:16:00
P004375,Rahul Mane,,Male,1994-09-10,31,British,Homemaker,"898, Ring Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,rmane937@example.test,Victim,2025-01-27,FIELD_REPORT,0.852,2025-09-10T21:07:00,2026-07-15T22:31:00
P000096,Anjali Raj Wagh,,Female,1958-12-03,67,Indian,Government Employee,"905, Ring Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,anjali.wagh@example.test,Witness,2019-01-30,IDENTITY_DB,0.922,2021-07-16T14:38:00,2026-05-08T06:09:00
P005546,Shubham Dilip Salunkhe,,Male,1981-09-21,44,Indian,Student,"405, Nagar Road, Baner, Pune",Pune,Pune,Maharashtra,411045,shubhamsalunkhe@example.test,Witness,2015-09-03,LEGACY_DB,0.824,2022-07-04T14:30:00,2025-04-12T11:52:00
P006934,Shubham V Dhumal,Shubham Vijay,Male,1987-08-03,39,Indian,Private Employee,"644, Canal Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,shubham.dhumal635@example.test,Victim,2022-07-10,CASE_DB,0.944,2026-05-11T11:00:00,2026-06-21T18:14:00
P001159,Omkar Deshmukh,,Male,1990-09-23,35,Indian,Student,"34, College Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,odeshmukh896@example.test,Witness,2025-10-24,FIELD_REPORT,0.852,2026-06-19T18:02:00,2026-07-09T20:37:00
P005313,Deepa Raj Shinde,Deepa Prakash,Female,2005-04-25,21,Sri Lankan,Student,"430, Park Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,deepa.shinde@example.test,Complainant,2017-01-08,CASE_DB,0.944,2025-11-06T17:13:00,2026-07-23T02:23:00
P000580,Ritesh Vijay Sawant,,Male,1984-10-21,41,Indian,Private Employee,"995, Market Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,riteshsawant@example.test,Accused,2017-11-20,LEGACY_DB,0.824,2026-01-24T18:12:00,2026-07-31T21:50:00
P003961,Ritesh K Jadhav,,Male,1979-05-03,47,Indian,Driver / Transport,"29, Market Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,ritesh.jadhav22@example.test,Witness,2014-06-16,IDENTITY_DB,0.922,2022-12-24T14:15:00,2025-02-22T11:07:00
P006342,Atharva Bhosale,,Male,1987-09-16,38,Indian,Business Owner,"986, Main Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,abhosale344@example.test,Victim,2016-09-18,COURT_RECORD,0.908,2020-08-27T15:59:00,2025-01-29T22:31:00
P001575,Gaurav Ramesh Pawar,,Male,1971-04-17,55,Indian,Private Employee,"653, Park Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,gaurav.pawar@example.test,Victim,2016-02-07,COURT_RECORD,0.908,2018-06-20T07:50:00,2021-04-25T00:45:00
P002390,Vikas Kadam,,Male,1967-06-19,59,Indian,Government Employee,"915, Link Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,vikaskadam@example.test,Witness,2013-03-02,CASE_DB,0.894,2026-04-09T14:26:00,2026-07-02T23:57:00
P004187,Anjali Chavan,,Female,2007-08-10,19,Indian,Student,"644, Ring Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,anjali.chavan22@example.test,Accused,2017-07-27,CASE_DB,0.894,2021-12-03T02:41:00,2023-05-22T18:23:00
P001800,Nikita P Gaikwad,,Female,1991-09-24,34,Indian,Business Owner,"563, Link Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,,Witness,2021-12-03,IDENTITY_DB,0.872,2022-11-19T02:40:00,2026-06-06T14:26:00
P005489,Kunal Bhosale,Kunal Vijay,Male,1996-09-04,29,Indian,Homemaker,"769, Station Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,kunal.bhosale@example.test,Accused,2019-12-24,COURT_RECORD,0.958,2021-05-22T05:37:00,2021-07-05T02:01:00
P006839,Sahil Raj Kale,,Male,2004-02-19,22,Indian,Private Employee,"616, Ring Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,,Accused,2014-12-11,CASE_DB,0.844,2020-04-21T17:11:00,2026-01-03T19:49:00
P002574,Priya Salunkhe,Priya S.,Female,2002-05-12,24,Indian,Private Employee,"932, Canal Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,priya.salunkhe649@example.test,Complainant,2021-09-05,IDENTITY_DB,0.972,2024-08-15T05:02:00,2025-08-28T00:20:00
P004820,Dhruv Vijay Patil,,Male,1979-06-26,47,Indian,Retired,"996, Station Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,dpatil566@example.test,Witness,2021-05-23,COURT_RECORD,0.908,2022-10-05T03:23:00,2023-03-03T08:43:00
P005138,Pooja Joshi,,Female,1982-10-22,43,Indian,Private Employee,"238, Canal Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,pooja.joshi@example.test,Other,2015-05-15,COURT_RECORD,0.908,2024-07-13T03:43:00,2025-04-12T14:07:00
P000824,Tejas D Shinde,Tejas Raj,Male,1965-01-27,61,Indian,Retired,"207, Market Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,tejasshinde@example.test,Other,2017-03-08,IDENTITY_DB,0.972,2018-02-12T07:34:00,2020-05-03T22:55:00
P002164,Arjun Sanjay Mane,Arjun M.,Male,1997-10-01,28,Indian,Private Employee,"374, Market Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,arjun.mane778@example.test,Witness,2018-10-23,CASE_DB,0.944,2019-03-04T19:07:00,2025-03-30T21:10:00
P000278,Ritesh Prakash Salunkhe,,Male,1975-10-23,50,Indian,Skilled Worker,"78, Link Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,rsalunkhe393@example.test,Complainant,2017-03-17,CASE_DB,0.894,2017-10-04T03:36:00,2019-02-01T02:48:00
P006573,Vikas Kadam,,Male,1995-01-17,31,Sri Lankan,Student,"796, Nagar Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,vikas.kadam@example.test,Complainant,2014-03-07,INTELLIGENCE_DB,0.88,2017-01-05T17:16:00,2020-09-23T01:00:00
P006489,Kunal Sharma,,Male,1976-07-09,50,Indian,Student,"347, Temple Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,kunalsharma@example.test,Accused,2024-11-30,CASE_DB,0.894,2025-12-15T21:59:00,2026-01-08T10:03:00
P000895,Aanya Ramesh Deshmukh,,Female,1994-10-19,31,Sri Lankan,Self Employed,"529, Nagar Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,aanya.deshmukh473@example.test,Complainant,2013-03-11,CASE_DB,0.894,2024-05-02T11:56:00,2025-09-11T09:34:00
P005589,Aanya A Joshi,,Female,2002-06-14,24,Indian,Private Employee,"78, Link Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,ajoshi536@example.test,Other,2016-06-22,IDENTITY_DB,0.922,2025-12-16T17:59:00,2026-05-29T06:03:00
P006444,Omkar Joshi,,Male,1994-03-19,32,Indian,Student,"174, Station Road, Swargate, Pune",Pune,Pune,Maharashtra,411037,,Accused,2022-01-16,FIELD_REPORT,0.802,2022-12-02T17:52:00,2023-10-14T14:15:00
P003061,Gaurav Sutar,,Male,1975-09-15,50,Indian,Private Employee,"196, Canal Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,gauravsutar@example.test,Witness,2016-01-21,FIELD_REPORT,0.852,2024-05-30T09:49:00,2026-03-21T01:31:00
P006386,Aditya Sutar,Aditya Raj,Male,1994-11-19,31,Indian,Unemployed,"195, Canal Road, Hadapsar, Pune",Pune,Pune,Maharashtra,411028,aditya.sutar252@example.test,Accused,2014-12-13,CASE_DB,0.944,2020-01-03T00:13:00,2021-12-31T05:57:00
P006615,Saurabh Anil Naik,,Male,1984-01-25,42,Indian,Daily Wage Worker,"204, Temple Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,snaik682@example.test,Other,2016-06-04,IDENTITY_DB,0.922,2022-02-19T18:05:00,2022-09-21T02:29:00
P002639,Kajal P Kale,,Female,1974-11-15,51,Indian,Skilled Worker,"401, Nagar Road, Vishrantwadi, Pune",Pune,Pune,Maharashtra,411015,kajal.kale@example.test,Person of Interest,2021-07-10,LEGACY_DB,0.824,2023-02-05T11:18:00,2024-02-06T16:24:00
P001717,Harsh Pande,,Male,1980-12-23,45,Indian,Business Owner,"903, Park Road, Dhankawadi, Pune",Pune,Pune,Maharashtra,411043,harshpande@example.test,Witness,2022-01-04,CASE_DB,0.894,2024-06-20T19:39:00,2025-08-06T04:34:00
P000870,Anjali Jadhav,Anjali,Female,1974-03-27,52,Indian,Business Owner,"65, Market Road, Wakad, Pune",Pune,Pune,Maharashtra,411057,anjali.jadhav185@example.test,Witness,2012-07-20,IDENTITY_DB,0.972,2025-12-15T01:18:00,2026-03-31T17:00:00
P000091,Ritesh Kiran Shinde,Ritesh Prakash,Male,1989-06-28,37,Indian,Student,"482, Canal Road, Katraj, Pune",Pune,Pune,Maharashtra,411046,rshinde76@example.test,Person of Interest,2021-12-07,IDENTITY_DB,0.972,2024-05-13T16:04:00,2024-06-15T15:58:00
P000100,Amit Shinde,,Male,1995-05-07,31,American,Business Owner,"140, Nagar Road, Yerawada, Pune",Pune,Pune,Maharashtra,411006,amit.shinde@example.test,Person of Interest,2018-09-13,IDENTITY_DB,0.922,2024-09-17T16:56:00,2026-01-04T13:18:00
P003388,Rohan Bhosale,,Male,2000-11-05,25,Indian,Skilled Worker,"861, Market Road, Chinchwad, Pune",Pune,Pune,Maharashtra,411033,rohanbhosale@example.test,Complainant,2014-01-31,CASE_DB,0.894,2015-03-30T23:09:00,2019-02-20T19:55:00
P001749,Bhavana Kumar Pawar,,Female,1999-03-07,27,Indian,Government Employee,"307, Nagar Road, Pimpri, Pune",Pune,Pune,Maharashtra,411018,bhavana.pawar604@example.test,Person of Interest,2021-03-21,CASE_DB,0.894,2021-10-18T20:25:00,2023-11-22T17:14:00
P004235,Akash Naik,,Male,1959-05-14,67,Indian,Driver / Transport,"464, Temple Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,anaik670@example.test,Victim,2018-05-21,INTELLIGENCE_DB,0.88,2026-04-30T12:27:00,2026-07-26T02:56:00
P002774,Arjun Shinde,,Male,1985-03-02,41,Indian,Student,"135, Park Road, Kondhwa, Pune",Pune,Pune,Maharashtra,411048,arjun.shinde@example.test,Person of Interest,2024-09-10,CASE_DB,0.894,2025-03-23T08:37:00,2025-10-26T18:28:00
P000011,Tejas Naik,,Male,1978-02-05,48,Indian,Business Owner,"285, Ring Road, Kothrud, Pune",Pune,Pune,Maharashtra,411038,tejasnaik@example.test,Victim,2017-02-05,INTELLIGENCE_DB,0.88,2023-10-21T16:21:00,2024-09-13T08:08:00
P001323,Rohan M Sawant,Rohan Prakash,Male,1995-07-03,31,Indian,Professional,"707, Nagar Road, Aundh, Pune",Pune,Pune,Maharashtra,411007,rohan.sawant778@example.test,Accused,2024-11-21,IDENTITY_DB,0.972,2025-09-15T10:34:00,2026-04-01T13:09:00
P006959,Omkar Chavan,,Male,1977-10-10,48,Indian,Daily Wage Worker,"563, Nagar Road, Bhosari, Pune",Pune,Pune,Maharashtra,411039,ochavan526@example.test,Complainant,2020-06-11,COURT_RECORD,0.908,2025-09-20T12:15:00,2026-02-23T18:44:00
P001300,Simran Dilip Joshi,Simran,Female,2001-12-14,24,Indian,Private Employee,"853, Ring Road, Shivajinagar, Pune",Pune,Pune,Maharashtra,411005,simran.joshi@example.test,Victim,2015-09-18,CASE_DB,0.944,2018-01-30T06:45:00,2020-11-24T04:00:00
