phone_id,phone_number,country_code,carrier,circle,activation_date,deactivation_date,phone_status,registered_person_id,source
PH005236,9696515625,+91,Carrier_B,Maharashtra,2012-05-03,2013-03-27,Suspended,P001122,SYNTH_LEGACY_DB
PH005237,9527508145,+91,Carrier_A,Maharashtra,2024-08-12,,Active,P005995,SYNTH_TELECOM_DB
PH005238,9505454234,+91,Carrier_B,Maharashtra,2023-06-21,2026-08-29,Reassigned,P000097,SYNTH_CDR_DB
PH005239,9925152193,+91,Carrier_A,Maharashtra,2018-01-26,,Active,P004749,SYNTH_IDENTITY_DB
PH005240,9588739892,+91,Carrier_E,Maharashtra,2025-06-10,,Active,P002853,SYNTH_IDENTITY_DB
PH005241,9691753074,+91,Carrier_B,Maharashtra,2022-05-05,,Active,P002654,SYNTH_IDENTITY_DB
PH005242,9391664083,+91,Carrier_A,Maharashtra,2017-07-03,2018-11-11,Inactive,P003980,SYNTH_TELECOM_DB
PH005243,9724891688,+91,Carrier_C,Maharashtra,2019-05-25,,Active,P003794,SYNTH_CDR_DB
PH005244,9972715611,+91,Carrier_E,Maharashtra,2026-02-09,,Active,P004022,SYNTH_IDENTITY_DB
PH005245,9322356615,+91,Carrier_B,Maharashtra,2017-11-10,,Active,P003754,SYNTH_TELECOM_DB
PH005246,9383289290,+91,Carrier_B,Maharashtra,2012-01-07,,Active,P006567,SYNTH_TELECOM_DB
PH005247,9729708830,+91,Carrier_A,Maharashtra,2020-09-13,,Active,P004095,SYNTH_IDENTITY_DB
PH005248,9966599228,+91,Carrier_B,Maharashtra,2012-04-26,,Active,P002776,SYNTH_TELECOM_DB
PH005249,9869616555,+91,Carrier_D,Maharashtra,2023-10-26,2026-08-29,Inactive,P002621,SYNTH_TELECOM_DB
PH005250,9556268617,+91,Carrier_C,Maharashtra,2020-03-29,,Active,P001888,SYNTH_TELECOM_DB
PH005251,9516944782,+91,Carrier_B,Maharashtra,2010-08-03,,Active,P006112,SYNTH_CDR_DB
PH005252,9715846279,+91,Carrier_A,Maharashtra,2021-12-15,,Active,P006619,SYNTH_CDR_DB
PH005253,9915587215,+91,Carrier_C,Maharashtra,2021-05-08,,Active,P000226,SYNTH_TELECOM_DB
PH005254,9387140965,+91,Carrier_A,Maharashtra,2024-06-03,2026-08-10,Suspended,P004450,SYNTH_CDR_DB
PH005255,9465165621,+91,Carrier_C,Maharashtra,2013-01-24,,Active,P002525,SYNTH_CDR_DB
PH005256,9590886346,+91,Carrier_D,Maharashtra,2025-07-19,,Active,P005408,SYNTH_TELECOM_DB
PH005257,9287365268,+91,Carrier_E,Maharashtra,2021-12-04,,Active,P001273,SYNTH_TELECOM_DB
PH005258,9705308546,+91,Carrier_A,Maharashtra,2024-10-15,,Active,P002671,SYNTH_IDENTITY_DB
PH005259,9951179430,+91,Carrier_C,Maharashtra,2021-12-18,,Active,P002827,SYNTH_TELECOM_DB
PH005260,9879257421,+91,Carrier_A,Maharashtra,2021-10-27,2026-08-29,Reassigned,P006900,SYNTH_TELECOM_DB
PH005261,9242965460,+91,Carrier_D,Maharashtra,2022-08-30,,Active,P001021,SYNTH_TELECOM_DB
PH005262,9637229578,+91,Carrier_E,Maharashtra,2011-03-31,,Active,P003844,SYNTH_TELECOM_DB
PH005263,9744531202,+91,Carrier_A,Maharashtra,2019-10-27,,Active,P000643,SYNTH_TELECOM_DB
PH005264,9496083361,+91,Carrier_A,Maharashtra,2020-10-18,,Active,P000423,SYNTH_TELECOM_DB
PH005265,9552477879,+91,Carrier_C,Maharashtra,2023-12-09,2024-12-10,Inactive,P002783,SYNTH_TELECOM_DB
PH005266,9331814467,+91,Carrier_C,Maharashtra,2014-01-25,,Active,P002766,SYNTH_CDR_DB
PH005267,9397755502,+91,Carrier_A,Maharashtra,2015-11-17,2022-01-17,Inactive,P002690,SYNTH_TELECOM_DB
PH005268,9960716092,+91,Carrier_A,Maharashtra,2022-05-12,,Active,P000717,SYNTH_CDR_DB
PH005269,9617094464,+91,Carrier_C,Maharashtra,2016-06-20,,Active,P004274,SYNTH_TELECOM_DB
PH005270,9666823270,+91,Carrier_B,Maharashtra,2013-08-18,,Active,P005790,SYNTH_TELECOM_DB
PH005271,9969039735,+91,Carrier_A,Maharashtra,2010-05-24,2014-09-15,Inactive,P006728,SYNTH_LEGACY_DB
PH005272,9246584221,+91,Carrier_A,Maharashtra,2020-10-22,,Active,P000026,SYNTH_IDENTITY_DB
PH005273,9890070801,+91,Carrier_B,Maharashtra,2025-01-24,2026-08-29,Suspended,P004305,SYNTH_IDENTITY_DB
PH005274,9140720637,+91,Carrier_A,Maharashtra,2019-02-09,,Active,P003059,SYNTH_TELECOM_DB
PH005275,9764735045,+91,Carrier_C,Maharashtra,2011-09-30,,Active,P002589,SYNTH_TELECOM_DB
PH005276,9181286630,+91,Carrier_A,Maharashtra,2011-12-01,,Active,P005003,SYNTH_CDR_DB
PH005277,9663008477,+91,Carrier_B,Maharashtra,2010-08-29,,Active,P000645,SYNTH_TELECOM_DB
PH005278,9624604623,+91,Carrier_B,Maharashtra,2011-09-12,,Active,P000055,SYNTH_IDENTITY_DB
PH005279,9814230127,+91,Carrier_E,Maharashtra,2023-02-27,,Active,P006480,SYNTH_IDENTITY_DB
PH005280,9778961952,+91,Carrier_A,Maharashtra,2018-03-26,,Active,P003317,SYNTH_IDENTITY_DB
PH005281,9510824571,+91,Carrier_C,Maharashtra,2016-10-03,,Active,P003319,SYNTH_CDR_DB
PH005282,9252001679,+91,Carrier_A,Maharashtra,2012-11-11,,Active,P005778,SYNTH_CDR_DB
PH005283,9531982163,+91,Carrier_A,Maharashtra,2010-01-22,,Active,P001901,SYNTH_CDR_DB
PH005284,9795356648,+91,Carrier_A,Maharashtra,2020-02-14,,Active,P003563,SYNTH_CDR_DB
PH005285,9849349843,+91,Carrier_D,Maharashtra,2012-08-30,,Active,P000820,SYNTH_CDR_DB
PH005286,9442308875,+91,Carrier_D,Maharashtra,2019-11-13,2024-10-22,Inactive,P001497,SYNTH_CDR_DB
PH005287,9515629686,+91,Carrier_A,Maharashtra,2022-06-07,,Active,P000599,SYNTH_IDENTITY_DB
PH005288,9316162325,+91,Carrier_B,Maharashtra,2014-04-21,2016-01-30,Inactive,P006352,SYNTH_LEGACY_DB
PH005289,9610240193,+91,Carrier_B,Maharashtra,2010-05-24,,Active,P001082,SYNTH_TELECOM_DB
PH005290,9284350370,+91,Carrier_E,Maharashtra,2025-12-18,2026-08-29,Inactive,P001705,SYNTH_TELECOM_DB
PH005291,9175959619,+91,Carrier_A,Maharashtra,2013-01-28,,Active,P006479,SYNTH_TELECOM_DB
PH005292,9435930055,+91,Carrier_B,Maharashtra,2010-02-05,,Active,P003472,SYNTH_IDENTITY_DB
PH005293,9261983986,+91,Carrier_A,Maharashtra,2014-08-10,,Active,P005816,SYNTH_TELECOM_DB
PH005294,9614082123,+91,Carrier_A,Maharashtra,2018-11-09,,Active,P000180,SYNTH_CDR_DB
PH005295,9954352734,+91,Carrier_C,Maharashtra,2022-10-15,,Active,P005983,SYNTH_CDR_DB
PH005296,9237136085,+91,Carrier_B,Maharashtra,2018-05-25,,Active,P002046,SYNTH_LEGACY_DB
PH005297,9969075340,+91,Carrier_B,Maharashtra,2014-07-08,,Active,P000772,SYNTH_LEGACY_DB
PH005298,9944866051,+91,Carrier_D,Maharashtra,2022-01-30,,Active,P005881,SYNTH_TELECOM_DB
PH005299,9423181751,+91,Carrier_B,Maharashtra,2022-10-02,2024-11-18,Inactive,P002956,SYNTH_TELECOM_DB
PH005300,9446204409,+91,Carrier_A,Maharashtra,2025-01-30,,Active,P005992,SYNTH_LEGACY_DB
PH005301,9622844504,+91,Carrier_C,Maharashtra,2021-03-24,2024-06-08,Inactive,P006871,SYNTH_IDENTITY_DB
PH005302,9670778935,+91,Carrier_A,Maharashtra,2011-07-23,,Active,P001528,SYNTH_TELECOM_DB
PH005303,9441943315,+91,Carrier_A,Maharashtra,2024-09-24,,Active,P003918,SYNTH_TELECOM_DB
PH005304,9202852460,+91,Carrier_D,Maharashtra,2025-01-19,,Active,P002252,SYNTH_IDENTITY_DB
PH005305,9816255292,+91,Carrier_A,Maharashtra,2012-12-03,,Active,P005551,SYNTH_TELECOM_DB
PH005306,9861116473,+91,Carrier_B,Maharashtra,2018-06-23,,Active,P003588,SYNTH_TELECOM_DB
PH005307,9225747100,+91,Carrier_B,Maharashtra,2025-07-08,2026-05-26,Suspended,P003879,SYNTH_TELECOM_DB
PH005308,9260103056,+91,Carrier_A,Maharashtra,2017-12-29,2024-09-21,Inactive,P001651,SYNTH_CDR_DB
PH005309,9665546037,+91,Carrier_A,Maharashtra,2020-11-28,2026-08-29,Reassigned,P002756,SYNTH_TELECOM_DB
PH005310,9130996343,+91,Carrier_B,Maharashtra,2010-03-07,,Active,P002284,SYNTH_TELECOM_DB
PH005311,9678124092,+91,Carrier_B,Maharashtra,2020-12-03,2024-03-04,Inactive,P005607,SYNTH_TELECOM_DB
PH005312,9649209406,+91,Carrier_C,Maharashtra,2015-10-12,,Active,P004056,SYNTH_TELECOM_DB
PH005313,9803644280,+91,Carrier_A,Maharashtra,2021-05-11,2026-04-06,Inactive,P004414,SYNTH_TELECOM_DB
PH005314,9785666078,+91,Carrier_C,Maharashtra,2011-11-13,,Active,P006217,SYNTH_TELECOM_DB
PH005315,9991216039,+91,Carrier_E,Maharashtra,2013-03-26,,Active,P005447,SYNTH_LEGACY_DB
PH005316,9485296219,+91,Carrier_C,Maharashtra,2017-01-06,,Active,P004857,SYNTH_TELECOM_DB
PH005317,9191884726,+91,Carrier_E,Maharashtra,2018-12-10,,Active,P003654,SYNTH_CDR_DB
PH005318,9112328298,+91,Carrier_C,Maharashtra,2017-09-01,,Active,P002936,SYNTH_TELECOM_DB
PH005319,9236632319,+91,Carrier_C,Maharashtra,2014-10-05,2021-02-02,Inactive,P001543,SYNTH_IDENTITY_DB
PH005320,9699969597,+91,Carrier_D,Maharashtra,2020-01-08,2025-02-28,Inactive,P006604,SYNTH_TELECOM_DB
PH005321,9557394903,+91,Carrier_A,Maharashtra,2011-01-24,2012-08-13,Inactive,P003434,SYNTH_TELECOM_DB
PH005322,9864667219,+91,Carrier_A,Maharashtra,2018-08-14,,Active,P006839,SYNTH_TELECOM_DB
PH005323,9886667685,+91,Carrier_B,Maharashtra,2024-02-17,,Active,P000769,SYNTH_IDENTITY_DB
PH005324,9873940071,+91,Carrier_B,Maharashtra,2013-12-23,,Active,P005661,SYNTH_CDR_DB
PH005325,9282471226,+91,Carrier_B,Maharashtra,2017-02-17,,Active,P006104,SYNTH_TELECOM_DB
PH005326,9399243838,+91,Carrier_A,Maharashtra,2011-06-21,,Active,P004448,SYNTH_TELECOM_DB
PH005327,9959917346,+91,Carrier_D,Maharashtra,2010-06-10,,Active,P001837,SYNTH_IDENTITY_DB
PH005328,9657510697,+91,Carrier_B,Maharashtra,2018-07-18,,Active,P005051,SYNTH_TELECOM_DB
PH005329,9134314867,+91,Carrier_B,Maharashtra,2025-01-29,,Active,P004569,SYNTH_LEGACY_DB
PH005330,9898752905,+91,Carrier_A,Maharashtra,2012-12-20,,Active,P003358,SYNTH_CDR_DB
PH005331,9705470213,+91,Carrier_B,Maharashtra,2024-12-10,2025-01-06,Suspended,P002475,SYNTH_TELECOM_DB
PH005332,9828650103,+91,Carrier_A,Maharashtra,2025-09-13,,Active,P003287,SYNTH_IDENTITY_DB
PH005333,9756350805,+91,Carrier_E,Maharashtra,2018-06-09,,Active,P001890,SYNTH_IDENTITY_DB
PH005334,9714133945,+91,Carrier_A,Maharashtra,2015-10-13,2020-12-29,Inactive,P004513,SYNTH_CDR_DB
PH005335,9774626467,+91,Carrier_C,Maharashtra,2022-03-04,,Active,P005088,SYNTH_TELECOM_DB
PH005336,9291539231,+91,Carrier_C,Maharashtra,2010-04-15,2015-04-09,Inactive,P002456,SYNTH_IDENTITY_DB
PH005337,9260171127,+91,Carrier_B,Maharashtra,2026-01-27,,Active,P000614,SYNTH_IDENTITY_DB
PH005338,9233024295,+91,Carrier_A,Maharashtra,2013-10-29,2018-01-13,Inactive,P001423,SYNTH_TELECOM_DB
PH005339,9885726778,+91,Carrier_B,Maharashtra,2015-04-10,,Active,P002112,SYNTH_CDR_DB
PH005340,9390330253,+91,Carrier_A,Maharashtra,2016-06-10,,Active,P006775,SYNTH_TELECOM_DB
PH005341,9663041320,+91,Carrier_D,Maharashtra,2018-12-24,,Active,P000136,SYNTH_CDR_DB
PH005342,9131635017,+91,Carrier_B,Maharashtra,2019-08-24,2021-08-05,Inactive,P004603,SYNTH_TELECOM_DB
PH005343,9882595433,+91,Carrier_A,Maharashtra,2017-10-18,,Active,P000796,SYNTH_IDENTITY_DB
PH005344,9352093825,+91,Carrier_E,Maharashtra,2024-11-28,,Active,P001656,SYNTH_CDR_DB
PH005345,9401812374,+91,Carrier_B,Maharashtra,2010-11-10,,Active,P002756,SYNTH_TELECOM_DB
PH005346,9681018034,+91,Carrier_A,Maharashtra,2011-06-09,2012-11-17,Inactive,P003663,SYNTH_LEGACY_DB
PH005347,9856878986,+91,Carrier_E,Maharashtra,2010-12-10,,Active,P004476,SYNTH_TELECOM_DB
PH005348,9718970609,+91,Carrier_C,Maharashtra,2010-05-10,2011-03-19,Reassigned,P006532,SYNTH_TELECOM_DB
PH005349,9741124785,+91,Carrier_A,Maharashtra,2010-04-17,,Active,P001165,SYNTH_IDENTITY_DB
PH005350,9347980807,+91,Carrier_C,Maharashtra,2018-04-25,,Active,P006731,SYNTH_TELECOM_DB
PH005351,9821522955,+91,Carrier_A,Maharashtra,2023-05-05,,Active,P000044,SYNTH_TELECOM_DB
PH005352,9410695689,+91,Carrier_D,Maharashtra,2010-11-02,,Active,P003643,SYNTH_TELECOM_DB
PH005353,9135935050,+91,Carrier_A,Maharashtra,2014-04-30,,Active,P005209,SYNTH_TELECOM_DB
PH005354,9277887859,+91,Carrier_B,Maharashtra,2014-06-30,,Active,P001499,SYNTH_LEGACY_DB
PH005355,9710315735,+91,Carrier_B,Maharashtra,2024-03-18,2026-08-29,Inactive,P005599,SYNTH_TELECOM_DB
PH005356,9597038435,+91,Carrier_B,Maharashtra,2022-12-14,,Active,P002261,SYNTH_CDR_DB
PH005357,9659229326,+91,Carrier_D,Maharashtra,2023-02-14,2026-08-29,Inactive,P001850,SYNTH_CDR_DB
PH005358,9234165385,+91,Carrier_D,Maharashtra,2022-08-18,2024-06-06,Suspended,P001141,SYNTH_TELECOM_DB
PH005359,9423421754,+91,Carrier_E,Maharashtra,2025-02-20,2026-04-12,Inactive,P000427,SYNTH_TELECOM_DB
PH005360,9842669420,+91,Carrier_C,Maharashtra,2014-08-06,,Active,P006019,SYNTH_TELECOM_DB
PH005361,9955493460,+91,Carrier_B,Maharashtra,2017-12-07,,Active,P003223,SYNTH_LEGACY_DB
PH005362,9199359227,+91,Carrier_B,Maharashtra,2014-11-02,,Active,P006373,SYNTH_TELECOM_DB
PH005363,9461711768,+91,Carrier_E,Maharashtra,2020-04-04,,Active,P000754,SYNTH_TELECOM_DB
PH005364,9360313393,+91,Carrier_A,Maharashtra,2010-04-08,,Active,P006670,SYNTH_TELECOM_DB
PH005365,9619625555,+91,Carrier_A,Maharashtra,2010-11-19,2012-03-20,Inactive,P004093,SYNTH_TELECOM_DB
PH005366,9507608782,+91,Carrier_B,Maharashtra,2019-05-21,,Active,P005451,SYNTH_TELECOM_DB
PH005367,9344763596,+91,Carrier_A,Maharashtra,2022-04-14,,Active,P002751,SYNTH_TELECOM_DB
PH005368,9457565846,+91,Carrier_B,Maharashtra,2023-02-24,,Active,P005106,SYNTH_CDR_DB
PH005369,9374457400,+91,Carrier_D,Maharashtra,2014-01-15,,Active,P005363,SYNTH_TELECOM_DB
PH005370,9592439215,+91,Carrier_D,Maharashtra,2024-11-02,,Active,P001693,SYNTH_TELECOM_DB
PH005371,9495762039,+91,Carrier_A,Maharashtra,2015-10-30,,Active,P002413,SYNTH_CDR_DB
PH005372,9181798402,+91,Carrier_C,Maharashtra,2022-06-22,,Active,P004443,SYNTH_IDENTITY_DB
PH005373,9369924777,+91,Carrier_B,Maharashtra,2019-05-22,,Active,P002023,SYNTH_TELECOM_DB
PH005374,9741641267,+91,Carrier_B,Maharashtra,2022-05-17,,Active,P004709,SYNTH_CDR_DB
PH005375,9945017702,+91,Carrier_C,Maharashtra,2018-09-03,2024-03-04,Inactive,P001552,SYNTH_TELECOM_DB
PH005376,9831398490,+91,Carrier_D,Maharashtra,2018-05-08,2022-03-21,Reassigned,P002872,SYNTH_TELECOM_DB
PH005377,9900525564,+91,Carrier_A,Maharashtra,2023-05-13,,Active,P000312,SYNTH_CDR_DB
PH005378,9324494145,+91,Carrier_B,Maharashtra,2017-04-22,2017-07-31,Suspended,P002988,SYNTH_TELECOM_DB
PH005379,9846171963,+91,Carrier_C,Maharashtra,2010-07-06,,Active,P001360,SYNTH_LEGACY_DB
PH005380,9787721814,+91,Carrier_B,Maharashtra,2013-11-03,,Active,P006755,SYNTH_TELECOM_DB
PH005381,9483174529,+91,Carrier_B,Maharashtra,2018-08-21,2018-09-20,Suspended,P005374,SYNTH_CDR_DB
PH005382,9981534094,+91,Carrier_B,Maharashtra,2023-11-25,,Active,P002275,SYNTH_TELECOM_DB
PH005383,9942088999,+91,Carrier_B,Maharashtra,2010-01-01,,Active,P000534,SYNTH_CDR_DB
PH005384,9262640165,+91,Carrier_C,Maharashtra,2018-03-09,,Active,P002828,SYNTH_LEGACY_DB
PH005385,9892647906,+91,Carrier_A,Maharashtra,2012-01-05,2012-08-07,Reassigned,P000053,SYNTH_CDR_DB
PH005386,9610457032,+91,Carrier_B,Maharashtra,2023-08-25,,Active,P000343,SYNTH_IDENTITY_DB
PH005387,9624599981,+91,Carrier_C,Maharashtra,2019-01-24,,Active,P005941,SYNTH_IDENTITY_DB
PH005388,9392234450,+91,Carrier_A,Maharashtra,2013-11-01,,Active,P005687,SYNTH_LEGACY_DB
PH005389,9122057736,+91,Carrier_C,Maharashtra,2017-03-22,,Active,P004451,SYNTH_CDR_DB
PH005390,9452408498,+91,Carrier_B,Maharashtra,2018-11-07,,Active,P003706,SYNTH_TELECOM_DB
PH005391,9252782975,+91,Carrier_B,Maharashtra,2016-09-26,,Active,P001358,SYNTH_TELECOM_DB
PH005392,9452135090,+91,Carrier_A,Maharashtra,2020-02-13,2026-08-29,Reassigned,P000297,SYNTH_TELECOM_DB
PH005393,9209105919,+91,Carrier_A,Maharashtra,2016-04-13,,Active,P004267,SYNTH_CDR_DB
PH005394,9225532567,+91,Carrier_E,Maharashtra,2018-04-19,,Active,P003631,SYNTH_CDR_DB
PH005395,9531682434,+91,Carrier_A,Maharashtra,2021-05-26,,Active,P003793,SYNTH_IDENTITY_DB
PH005396,9686748932,+91,Carrier_C,Maharashtra,2014-01-02,,Active,P001075,SYNTH_LEGACY_DB
PH005397,9818189058,+91,Carrier_A,Maharashtra,2026-05-09,,Active,P001692,SYNTH_TELECOM_DB
PH005398,9395728791,+91,Carrier_C,Maharashtra,2022-06-18,,Active,P002514,SYNTH_IDENTITY_DB
PH005399,9244807751,+91,Carrier_B,Maharashtra,2018-03-11,,Active,P004274,SYNTH_TELECOM_DB
PH005400,9597367593,+91,Carrier_B,Maharashtra,2024-06-19,,Active,P004856,SYNTH_TELECOM_DB
PH005401,9914179008,+91,Carrier_D,Maharashtra,2019-11-10,,Active,P006712,SYNTH_IDENTITY_DB
PH005402,9135969875,+91,Carrier_A,Maharashtra,2021-12-17,,Active,P005699,SYNTH_CDR_DB
PH005403,9488450510,+91,Carrier_D,Maharashtra,2010-05-29,2013-09-10,Inactive,P000070,SYNTH_CDR_DB
PH005404,9661413696,+91,Carrier_E,Maharashtra,2014-01-14,,Active,P003228,SYNTH_CDR_DB
PH005405,9455211526,+91,Carrier_A,Maharashtra,2020-08-23,2025-02-02,Inactive,P004414,SYNTH_IDENTITY_DB
PH005406,9694021676,+91,Carrier_C,Maharashtra,2014-10-01,,Active,P004474,SYNTH_CDR_DB
PH005407,9139041658,+91,Carrier_B,Maharashtra,2015-08-19,2017-05-12,Reassigned,P004274,SYNTH_TELECOM_DB
PH005408,9930677669,+91,Carrier_A,Maharashtra,2018-03-02,2020-08-02,Suspended,P006434,SYNTH_CDR_DB
PH005409,9148754017,+91,Carrier_B,Maharashtra,2019-07-16,,Active,P002800,SYNTH_LEGACY_DB
PH005410,9656070680,+91,Carrier_B,Maharashtra,2018-09-29,,Active,P006309,SYNTH_CDR_DB
PH005411,9609928149,+91,Carrier_A,Maharashtra,2024-04-12,,Active,P004330,SYNTH_TELECOM_DB
PH005412,9868153771,+91,Carrier_A,Maharashtra,2020-03-27,,Active,P000783,SYNTH_TELECOM_DB
PH005413,9484326614,+91,Carrier_E,Maharashtra,2019-02-08,,Active,P000087,SYNTH_TELECOM_DB
PH005414,9487987855,+91,Carrier_C,Maharashtra,2011-08-01,,Active,P002391,SYNTH_TELECOM_DB
PH005415,9878755534,+91,Carrier_C,Maharashtra,2015-05-26,,Active,P001750,SYNTH_TELECOM_DB
PH005416,9710412840,+91,Carrier_C,Maharashtra,2017-12-27,,Active,P002375,SYNTH_TELECOM_DB
PH005417,9178895657,+91,Carrier_B,Maharashtra,2018-11-22,2020-08-20,Suspended,P002933,SYNTH_CDR_DB
PH005418,9989624713,+91,Carrier_C,Maharashtra,2019-09-18,2021-07-02,Inactive,P001588,SYNTH_TELECOM_DB
PH005419,9657142693,+91,Carrier_A,Maharashtra,2016-01-20,,Active,P000441,SYNTH_TELECOM_DB
PH005420,9853769839,+91,Carrier_A,Maharashtra,2024-03-07,2026-08-29,Reassigned,P001705,SYNTH_TELECOM_DB
PH005421,9404791637,+91,Carrier_C,Maharashtra,2016-10-24,2018-04-01,Inactive,P005567,SYNTH_TELECOM_DB
PH005422,9995599306,+91,Carrier_B,Maharashtra,2024-05-09,,Active,P003864,SYNTH_TELECOM_DB
PH005423,9967054422,+91,Carrier_D,Maharashtra,2026-01-12,2026-08-29,Inactive,P004701,SYNTH_TELECOM_DB
PH005424,9981025154,+91,Carrier_A,Maharashtra,2020-09-26,,Active,P004005,SYNTH_TELECOM_DB
PH005425,9841335049,+91,Carrier_C,Maharashtra,2021-03-19,2025-04-04,Inactive,P005916,SYNTH_CDR_DB
PH005426,9903675263,+91,Carrier_B,Maharashtra,2019-10-10,,Active,P000731,SYNTH_CDR_DB
PH005427,9637800077,+91,Carrier_B,Maharashtra,2014-08-08,,Active,P005912,SYNTH_TELECOM_DB
PH005428,9881977257,+91,Carrier_A,Maharashtra,2023-12-02,2024-06-25,Suspended,P006028,SYNTH_LEGACY_DB
PH005429,9495670241,+91,Carrier_A,Maharashtra,2012-12-29,,Active,P000654,SYNTH_CDR_DB
PH005430,9926053135,+91,Carrier_B,Maharashtra,2024-02-24,,Active,P002957,SYNTH_TELECOM_DB
PH005431,9151366129,+91,Carrier_B,Maharashtra,2023-12-26,,Active,P001782,SYNTH_TELECOM_DB
PH005432,9895951314,+91,Carrier_A,Maharashtra,2011-11-13,2017-05-01,Inactive,P005171,SYNTH_TELECOM_DB
PH005433,9331720437,+91,Carrier_E,Maharashtra,2026-01-03,,Active,P005125,SYNTH_IDENTITY_DB
PH005434,9147796545,+91,Carrier_A,Maharashtra,2013-12-05,,Active,P003157,SYNTH_TELECOM_DB
PH005435,9960342991,+91,Carrier_E,Maharashtra,2017-09-18,,Active,P006410,SYNTH_LEGACY_DB
PH005436,9481558813,+91,Carrier_A,Maharashtra,2010-07-18,,Active,P003907,SYNTH_CDR_DB
PH005437,9153758571,+91,Carrier_A,Maharashtra,2014-12-05,,Active,P005663,SYNTH_TELECOM_DB
PH005438,9984078117,+91,Carrier_D,Maharashtra,2022-04-05,,Active,P005276,SYNTH_CDR_DB
PH005439,9310943374,+91,Carrier_B,Maharashtra,2018-12-19,,Active,P000147,SYNTH_CDR_DB
PH005440,9864381405,+91,Carrier_D,Maharashtra,2010-04-03,,Active,P001227,SYNTH_TELECOM_DB
PH005441,9525685315,+91,Carrier_B,Maharashtra,2013-08-29,,Active,P001442,SYNTH_TELECOM_DB
PH005442,9606060859,+91,Carrier_C,Maharashtra,2020-10-15,,Active,P000370,SYNTH_LEGACY_DB
PH005443,9994206734,+91,Carrier_A,Maharashtra,2023-03-12,,Active,P004325,SYNTH_TELECOM_DB
PH005444,9744501032,+91,Carrier_B,Maharashtra,2014-04-17,,Active,P005636,SYNTH_TELECOM_DB
PH005445,9379209754,+91,Carrier_A,Maharashtra,2011-01-02,,Active,P005062,SYNTH_IDENTITY_DB
PH005446,9418331578,+91,Carrier_A,Maharashtra,2021-12-22,,Active,P002944,SYNTH_CDR_DB
PH005447,9580870033,+91,Carrier_C,Maharashtra,2012-07-10,,Active,P001692,SYNTH_TELECOM_DB
PH005448,9956067625,+91,Carrier_A,Maharashtra,2010-03-28,2011-05-17,Inactive,P004220,SYNTH_TELECOM_DB
PH005449,9630299016,+91,Carrier_C,Maharashtra,2020-10-18,2026-03-04,Inactive,P004632,SYNTH_TELECOM_DB
PH005450,9434313003,+91,Carrier_A,Maharashtra,2025-10-12,,Active,P000441,SYNTH_CDR_DB
PH005451,9756747133,+91,Carrier_B,Maharashtra,2021-11-29,,Active,P003212,SYNTH_TELECOM_DB
PH005452,9619332441,+91,Carrier_C,Maharashtra,2014-08-13,,Active,P002277,SYNTH_TELECOM_DB
PH005453,9588290482,+91,Carrier_B,Maharashtra,2020-04-07,,Active,P000804,SYNTH_TELECOM_DB
PH005454,9365506733,+91,Carrier_E,Maharashtra,2025-05-28,,Active,P003255,SYNTH_CDR_DB
PH005455,9131670189,+91,Carrier_A,Maharashtra,2018-05-17,2018-11-12,Suspended,P004312,SYNTH_TELECOM_DB
PH005456,9995859583,+91,Carrier_B,Maharashtra,2021-06-09,,Active,P004457,SYNTH_LEGACY_DB
PH005457,9102481714,+91,Carrier_C,Maharashtra,2020-09-10,2022-11-10,Suspended,P000357,SYNTH_TELECOM_DB
PH005458,9382940996,+91,Carrier_A,Maharashtra,2021-01-27,,Active,P003535,SYNTH_TELECOM_DB
PH005459,9115728986,+91,Carrier_C,Maharashtra,2017-08-04,2018-08-04,Inactive,P003664,SYNTH_TELECOM_DB
PH005460,9633192853,+91,Carrier_B,Maharashtra,2024-01-29,,Active,P000697,SYNTH_CDR_DB
PH005461,9114633525,+91,Carrier_A,Maharashtra,2013-12-10,,Active,P003937,SYNTH_IDENTITY_DB
PH005462,9118254805,+91,Carrier_C,Maharashtra,2018-04-16,2023-04-23,Inactive,P005773,SYNTH_LEGACY_DB
PH005463,9204936195,+91,Carrier_B,Maharashtra,2016-04-25,2018-11-15,Inactive,P003497,SYNTH_TELECOM_DB
PH005464,9804213220,+91,Carrier_A,Maharashtra,2017-05-16,,Active,P000809,SYNTH_TELECOM_DB
PH005465,9728093459,+91,Carrier_A,Maharashtra,2011-05-17,,Active,P003398,SYNTH_TELECOM_DB
PH005466,9382546402,+91,Carrier_A,Maharashtra,2014-05-22,,Active,P002511,SYNTH_IDENTITY_DB
PH005467,9316370197,+91,Carrier_A,Maharashtra,2016-09-25,,Active,P006926,SYNTH_CDR_DB
PH005468,9460782529,+91,Carrier_B,Maharashtra,2014-09-29,,Active,P001345,SYNTH_TELECOM_DB
PH005469,9286154456,+91,Carrier_B,Maharashtra,2024-07-18,,Active,P000299,SYNTH_TELECOM_DB
PH005470,9393496896,+91,Carrier_A,Maharashtra,2021-01-07,,Active,P006166,SYNTH_TELECOM_DB
PH005471,9542245274,+91,Carrier_A,Maharashtra,2014-11-28,,Active,P002270,SYNTH_TELECOM_DB
PH005472,9476630720,+91,Carrier_A,Maharashtra,2022-03-27,,Active,P002302,SYNTH_IDENTITY_DB
