document_id,case_id,document_type,document_date,language,narrative_text,source_officer,document_status,text_quality
DOC004047,C004047,Case Summary,2018-02-07,English,"On 28 January 2018 at approximately 22:41 hrs, Sakshi Gore was reported in connection with a cheating incident in the Kondhwa area, Pune. Shubham Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH14VD6773 and contact number 9536140257 in connection with the reported events. The matter was registered on 06 February 2018 under IPC 420 and assigned to investigating officer IO0212.",IO0212,Final,0.989
DOC004048,C004048,Statement,2018-09-12,English,"On 23 August 2018 at approximately 22:05 hrs, Shubham Ramesh Bhosale was reported in connection with a robbery with preparation for hurt incident in the Kondhwa area, Pune. A. Gore was identified as another person relevant to the inquiry. The record notes vehicle MH15PB1713 and contact number 9734804823 in connection with the reported events. The matter was registered on 28 August 2018 under IPC 393 and assigned to investigating officer IO0034.",IO0034,Final,0.924
DOC004049,C004049,Case Summary,2023-02-21,English,"On 15 January 2023 at approximately 11:43 hrs, Tanvi Dhumal was reported in connection with a grievous hurt incident in the Kondhwa area, Pune. Yash Mane was identified as another person relevant to the inquiry. The record notes vehicle MH42XU7854 and contact number 9899986554 in connection with the reported events. The matter was registered on 27 January 2023 under IPC 325 and assigned to investigating officer IO0339.",IO0339,Reviewed,0.981
DOC004050,C004050,Case Summary,2018-11-05,English,"On 16 October 2018 at approximately 05:31 hrs, Sahil R Desai was reported in connection with a forgery incident in the Shivajinagar area, Pune. Anjali S. was identified as another person relevant to the inquiry. The record notes vehicle MH14NS7904 and contact number 9487252940 in connection with the reported events. The matter was registered on 28 October 2018 under IPC 465 and assigned to investigating officer IO0291.",IO0291,Final,0.969
DOC004051,C004051,FIR,2023-09-16,English,"On 19 August 2023 at approximately 14:43 hrs, Bhavana Mane was reported in connection with a forgery incident in the Vishrantwadi area, Pune. Aanya P. was identified as another person relevant to the inquiry. The record notes vehicle MH15FQ8527 and contact number 9147294346 in connection with the reported events. The matter was registered on 02 September 2023 under IPC 465 and assigned to investigating officer IO0214.",IO0214,Reviewed,0.967
DOC004052,C004052,Statement,2020-03-07,English,"On 14 February 2020 at approximately 11:20 hrs, Arjun Dilip Mane was reported in connection with a theft of property incident in the Dhankawadi area, Pune. Vivek Naik was identified as another person relevant to the inquiry. The record notes vehicle MH12ES3371 and contact number 9746228220 in connection with the reported events. The matter was registered on 17 February 2020 under IPC 379 and assigned to investigating officer IO0270.",IO0270,Final,0.956
DOC004053,C004053,FIR,2021-08-23,English,"On 29 July 2021 at approximately 07:22 hrs, Kunal Deshmukh was reported in connection with a theft in dwelling house incident in the Pimpri area, Pune. Neha R Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH14RJ7256 and contact number 9617511556 in connection with the reported events. The matter was registered on 06 August 2021 under IPC 380 and assigned to investigating officer IO0083.",IO0083,Draft,0.941
DOC004054,C004054,Statement,2022-11-26,English,"On 14 November 2022 at approximately 22:16 hrs, Nikhil Sharma was reported in connection with a using forged document incident in the Aundh area, Pune. Yash V Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH42YE6527 and contact number 9522858829 in connection with the reported events. The matter was registered on 16 November 2022 under IPC 471 and assigned to investigating officer IO0119.",IO0119,Archived,0.933
DOC004055,C004055,FIR,2021-04-06,English,"On 27 February 2021 at approximately 13:27 hrs, Mahi Kulkarni was reported in connection with a forgery incident in the Shivajinagar area, Pune. Priya R Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH42VJ9473 and contact number 9599226796 in connection with the reported events. The matter was registered on 08 March 2021 under IPC 465 and assigned to investigating officer IO0350.",IO0350,Reviewed,0.978
DOC004056,C004056,FIR,2019-05-18,English,"On 21 April 2019 at approximately 17:07 hrs, Abhishek Deshmukh was reported in connection with a mischief causing damage incident in the Hadapsar area, Pune. Sam Naik was identified as another person relevant to the inquiry. The record notes vehicle MH15VS6855 and contact number 9688996703 in connection with the reported events. The matter was registered on 29 April 2019 under IPC 427 and assigned to investigating officer IO0072.",IO0072,Reviewed,0.946
DOC004057,C004057,FIR,2021-09-15,English,"On 29 August 2021 at approximately 10:05 hrs, Nikita Raj Sutar was reported in connection with a criminal intimidation incident in the Hadapsar area, Pune. Aarav Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH42EV4808 and contact number 9469207357 in connection with the reported events. The matter was registered on 30 August 2021 under IPC 506 and assigned to investigating officer IO0154.",IO0154,Reviewed,0.926
DOC004058,C004058,Statement,2021-06-19,English,"On 09 May 2021 at approximately 21:31 hrs, Swapnil Kumar Sharma was reported in connection with a cheating incident in the Hadapsar area, Pune. Aditi Joshi was identified as another person relevant to the inquiry. The record notes vehicle MH12HQ4989 and contact number 9267597234 in connection with the reported events. The matter was registered on 23 May 2021 under IPC 420 and assigned to investigating officer IO0042.",IO0042,Archived,0.977
DOC004059,C004059,FIR,2024-05-25,English,"On 19 April 2024 at approximately 21:29 hrs, Anjali Kumar Kadam was reported in connection with a theft of property incident in the Bhosari area, Pune. Gaurav Desai was identified as another person relevant to the inquiry. The record notes vehicle MH42QC8106 and contact number 9403407343 in connection with the reported events. The matter was registered on 25 April 2024 under IPC 379 and assigned to investigating officer IO0238.",IO0238,Final,0.963
DOC004060,C004060,Investigation Note,2023-02-21,English,"On 20 January 2023 at approximately 14:15 hrs, Riya More was reported in connection with a rioting incident in the Shivajinagar area, Pune. Omkar D. was identified as another person relevant to the inquiry. The record notes vehicle MH12XY8679 and contact number 9748493817 in connection with the reported events. The matter was registered on 28 January 2023 under IPC 147 and assigned to investigating officer IO0036.",IO0036,Draft,0.978
DOC004061,C004061,FIR,2019-02-25,English,"On 27 January 2019 at approximately 01:48 hrs, Sneha Patil was reported in connection with a cheating incident in the Swargate area, Pune. Rahul Dilip Desai was identified as another person relevant to the inquiry. The record notes vehicle MH42EZ5656 and contact number 9446187925 in connection with the reported events. The matter was registered on 28 January 2019 under IPC 420 and assigned to investigating officer IO0154.",IO0154,Final,0.966
DOC004062,C004062,Statement,2018-07-10,English,"On 29 June 2018 at approximately 10:41 hrs, Tejas Kumar Dhumal was reported in connection with a cheating incident in the Chinchwad area, Pune. T. Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH14AL9962 and contact number 9240658245 in connection with the reported events. The matter was registered on 09 July 2018 under IPC 420 and assigned to investigating officer IO0235.",IO0235,Final,0.973
DOC004063,C004063,Statement,2018-04-13,English,"On 27 March 2018 at approximately 16:51 hrs, Aditya Chavan was reported in connection with a cheating incident in the Dhankawadi area, Pune. Madhura Anil Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH42JK9640 and contact number 9697787815 in connection with the reported events. The matter was registered on 06 April 2018 under IPC 420 and assigned to investigating officer IO0081.",IO0081,Reviewed,0.931
DOC004064,C004064,Case Summary,2021-10-22,English,"On 22 September 2021 at approximately 01:15 hrs, Nikhil G. was reported in connection with a using forged document incident in the Chinchwad area, Pune. Kunal Prakash Chavan was identified as another person relevant to the inquiry. The record notes vehicle MH12BX1237 and contact number 9508071577 in connection with the reported events. The matter was registered on 22 September 2021 under IPC 471 and assigned to investigating officer IO0282.",IO0282,Final,0.95
DOC004065,C004065,Case Summary,2022-01-14,English,"On 03 January 2022 at approximately 22:35 hrs, A. Bhosale was reported in connection with a theft of property incident in the Swargate area, Pune. Yash Naik was identified as another person relevant to the inquiry. The record notes vehicle MH14MG4940 and contact number 9556375809 in connection with the reported events. The matter was registered on 03 January 2022 under IPC 379 and assigned to investigating officer IO0339.",IO0339,Archived,0.969
DOC004066,C004066,Statement,2018-06-12,English,"On 31 May 2018 at approximately 21:07 hrs, Amit Mahesh Shinde was reported in connection with a theft in dwelling house incident in the Katraj area, Pune. Pallavi Mahesh Deshmukh was identified as another person relevant to the inquiry. The record notes vehicle MH14IP6847 and contact number 9151418138 in connection with the reported events. The matter was registered on 10 June 2018 under IPC 380 and assigned to investigating officer IO0309.",IO0309,Reviewed,0.94
DOC004067,C004067,FIR,2018-09-29,English,"On 27 August 2018 at approximately 01:46 hrs, Vivek S More was reported in connection with a forgery incident in the Chinchwad area, Pune. Madhura P. was identified as another person relevant to the inquiry. The record notes vehicle MH14OL6366 and contact number 9290417944 in connection with the reported events. The matter was registered on 03 September 2018 under IPC 465 and assigned to investigating officer IO0320.",IO0320,Final,0.966
DOC004068,C004068,FIR,2018-07-01,English,"On 13 June 2018 at approximately 06:50 hrs, Shruti D More was reported in connection with a forgery incident in the Kondhwa area, Pune. Mayur Desai was identified as another person relevant to the inquiry. The record notes vehicle MH42KH8129 and contact number 9544725645 in connection with the reported events. The matter was registered on 13 June 2018 under IPC 465 and assigned to investigating officer IO0261.",IO0261,Draft,0.984
DOC004069,C004069,Case Summary,2023-11-15,English,"On 07 November 2023 at approximately 20:05 hrs, Akash Naik was reported in connection with a cheating incident in the Swargate area, Pune. Tejas Dhumal was identified as another person relevant to the inquiry. The record notes vehicle MH42YJ9024 and contact number 9478898445 in connection with the reported events. The matter was registered on 12 November 2023 under IPC 420 and assigned to investigating officer IO0072.",IO0072,Final,0.931
DOC004070,C004070,Statement,2021-11-07,English,"On 22 October 2021 at approximately 20:06 hrs, Harsh Ramesh Gore was reported in connection with a criminal breach of trust incident in the Pimpri area, Pune. Nandini Vijay Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH42AI7689 and contact number 9550076814 in connection with the reported events. The matter was registered on 26 October 2021 under IPC 406 and assigned to investigating officer IO0082.",IO0082,Reviewed,0.928
DOC004071,C004071,Statement,2021-11-05,English,"On 24 September 2021 at approximately 16:18 hrs, Deepa Ramesh Bhosale was reported in connection with a cheating by personation / cyber fraud incident in the Wakad area, Pune. Neha Naik was identified as another person relevant to the inquiry. The record notes vehicle MH15UT6746 and contact number 9599597515 in connection with the reported events. The matter was registered on 07 October 2021 under IPC 419/420 and assigned to investigating officer IO0052.",IO0052,Final,0.941
DOC004072,C004072,FIR,2020-03-09,English,"On 08 February 2020 at approximately 14:15 hrs, Neha Raj Thakur was reported in connection with a unlawful assembly incident in the Viman Nagar area, Pune. Pranav Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH12DE7948 and contact number 9591837404 in connection with the reported events. The matter was registered on 13 February 2020 under IPC 141 and assigned to investigating officer IO0062.",IO0062,Reviewed,0.981
DOC004073,C004073,FIR,2023-12-31,English,"On 03 December 2023 at approximately 08:38 hrs, Aditya Ramesh Kadam was reported in connection with a rioting incident in the Aundh area, Pune. Rahul Anil Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH42KC1283 and contact number 9905259324 in connection with the reported events. The matter was registered on 15 December 2023 under IPC 147 and assigned to investigating officer IO0157.",IO0157,Final,0.986
DOC004074,C004074,Statement,2023-12-28,English,"On 20 November 2023 at approximately 10:51 hrs, Neha Deshmukh was reported in connection with a criminal intimidation incident in the Bhosari area, Pune. Omkar A Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH15ZH8219 and contact number 9732562925 in connection with the reported events. The matter was registered on 02 December 2023 under IPC 506 and assigned to investigating officer IO0326.",IO0326,Final,0.99
DOC004075,C004075,Case Summary,2021-12-21,English,"On 22 November 2021 at approximately 17:41 hrs, Sahil Sanjay Dhumal was reported in connection with a house-breaking / house-trespass incident in the Swargate area, Pune. Ritesh Ramesh Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH14IT4472 and contact number 9912954935 in connection with the reported events. The matter was registered on 03 December 2021 under IPC 454 and assigned to investigating officer IO0346.",IO0346,Final,0.964
DOC004076,C004076,Case Summary,2023-02-21,English,"On 31 January 2023 at approximately 13:58 hrs, Aarav Gore was reported in connection with a cheating incident in the Hadapsar area, Pune. Aditi Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH12QC4307 and contact number 9583568106 in connection with the reported events. The matter was registered on 13 February 2023 under IPC 420 and assigned to investigating officer IO0019.",IO0019,Final,0.948
DOC004077,C004077,Statement,2020-12-06,English,"On 05 December 2020 at approximately 18:26 hrs, Bhavana Wagh was reported in connection with a voluntarily causing hurt incident in the Baner area, Pune. Priya Raj Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH14IW1868 and contact number 9808557897 in connection with the reported events. The matter was registered on 05 December 2020 under IPC 323 and assigned to investigating officer IO0296.",IO0296,Archived,0.982
DOC004078,C004078,Statement,2022-03-10,English,"On 31 January 2022 at approximately 21:02 hrs, Kajal Naik was reported in connection with a cheating incident in the Viman Nagar area, Pune. Kunal Bhosale was identified as another person relevant to the inquiry. The record notes vehicle MH14VR9883 and contact number 9567392736 in connection with the reported events. The matter was registered on 12 February 2022 under IPC 420 and assigned to investigating officer IO0272.",IO0272,Final,0.931
DOC004079,C004079,FIR,2021-07-06,English,"On 25 June 2021 at approximately 21:11 hrs, K. Sutar was reported in connection with a grievous hurt incident in the Bhosari area, Pune. Nikita Dilip Sutar was identified as another person relevant to the inquiry. The record notes vehicle MH15UJ6504 and contact number 9697830882 in connection with the reported events. The matter was registered on 26 June 2021 under IPC 325 and assigned to investigating officer IO0038.",IO0038,Draft,0.978
DOC004080,C004080,FIR,2020-07-20,English,"On 05 July 2020 at approximately 22:53 hrs, Omkar Gore was reported in connection with a theft in dwelling house incident in the Swargate area, Pune. Nikhil Naik was identified as another person relevant to the inquiry. The record notes vehicle MH42UO8717 and contact number 9122613692 in connection with the reported events. The matter was registered on 05 July 2020 under IPC 380 and assigned to investigating officer IO0003.",IO0003,Archived,0.969
DOC004081,C004081,FIR,2021-09-27,English,"On 10 September 2021 at approximately 12:54 hrs, Kajal K Shinde was reported in connection with a theft of property incident in the Aundh area, Pune. Amit Chavan was identified as another person relevant to the inquiry. The record notes vehicle MH12XV2493 and contact number 9286733482 in connection with the reported events. The matter was registered on 19 September 2021 under IPC 379 and assigned to investigating officer IO0128.",IO0128,Reviewed,0.975
DOC004082,C004082,FIR,2021-03-15,English,"On 19 February 2021 at approximately 11:15 hrs, Komal Joshi was reported in connection with a house-breaking / house-trespass incident in the Dhankawadi area, Pune. Mayur Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH15JI5593 and contact number 9100376633 in connection with the reported events. The matter was registered on 20 February 2021 under IPC 454 and assigned to investigating officer IO0003.",IO0003,Final,0.963
DOC004083,C004083,FIR,2024-05-26,English,"On 27 April 2024 at approximately 19:07 hrs, Ananya Desai was reported in connection with a house-breaking / house-trespass incident in the Kothrud area, Pune. Harsh Dilip Mane was identified as another person relevant to the inquiry. The record notes vehicle MH42OS1799 and contact number 9182904383 in connection with the reported events. The matter was registered on 10 May 2024 under IPC 454 and assigned to investigating officer IO0101.",IO0101,Reviewed,0.984
DOC004084,C004084,FIR,2021-03-23,English,"On 03 March 2021 at approximately 12:57 hrs, Tanvi Raj Gaikwad was reported in connection with a grievous hurt incident in the Viman Nagar area, Pune. Shruti Kale was identified as another person relevant to the inquiry. The record notes vehicle MH42HE5961 and contact number 9866734089 in connection with the reported events. The matter was registered on 04 March 2021 under IPC 325 and assigned to investigating officer IO0254.",IO0254,Draft,0.924
DOC004085,C004085,FIR,2023-12-31,English,"On 18 December 2023 at approximately 21:54 hrs, Isha M Dhumal was reported in connection with a robbery with preparation for hurt incident in the Kothrud area, Pune. Anjali Mahesh Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH14JW6120 and contact number 9742798824 in connection with the reported events. The matter was registered on 20 December 2023 under IPC 393 and assigned to investigating officer IO0336.",IO0336,Archived,0.932
DOC004086,C004086,Case Summary,2021-01-31,English,"On 04 January 2021 at approximately 20:37 hrs, Rohan D Dhumal was reported in connection with a grievous hurt incident in the Pimpri area, Pune. Swati Patil was identified as another person relevant to the inquiry. The record notes vehicle MH14WW9125 and contact number 9136881057 in connection with the reported events. The matter was registered on 04 January 2021 under IPC 325 and assigned to investigating officer IO0034.",IO0034,Archived,0.925
DOC004087,C004087,Statement,2022-09-18,English,"On 16 August 2022 at approximately 06:15 hrs, Sneha Kulkarni was reported in connection with a forgery incident in the Katraj area, Pune. Siddharth Vijay Chavan was identified as another person relevant to the inquiry. The record notes vehicle MH15TS4106 and contact number 9342740864 in connection with the reported events. The matter was registered on 19 August 2022 under IPC 465 and assigned to investigating officer IO0026.",IO0026,Final,0.966
DOC004088,C004088,FIR,2022-11-14,English,"On 19 October 2022 at approximately 19:26 hrs, Madhura Patil was reported in connection with a robbery with preparation for hurt incident in the Pimpri area, Pune. Vaishnavi Sharma was identified as another person relevant to the inquiry. The record notes vehicle MH12RA7133 and contact number 9850093735 in connection with the reported events. The matter was registered on 02 November 2022 under IPC 393 and assigned to investigating officer IO0032.",IO0032,Reviewed,0.947
DOC004089,C004089,FIR,2022-05-08,English,"On 24 April 2022 at approximately 10:24 hrs, Nikita Raj Sutar was reported in connection with a robbery incident in the Dhankawadi area, Pune. Pooja Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH12DR7667 and contact number 9925819107 in connection with the reported events. The matter was registered on 28 April 2022 under IPC 392 and assigned to investigating officer IO0318.",IO0318,Reviewed,0.927
DOC004090,C004090,Statement,2022-06-13,English,"On 30 May 2022 at approximately 21:28 hrs, Kavya Kadam was reported in connection with a robbery incident in the Pimpri area, Pune. Yash S Gore was identified as another person relevant to the inquiry. The record notes vehicle MH42MG1157 and contact number 9548182160 in connection with the reported events. The matter was registered on 09 June 2022 under IPC 392 and assigned to investigating officer IO0253.",IO0253,Reviewed,0.974
DOC004091,C004091,Case Summary,2018-06-15,English,"On 18 May 2018 at approximately 22:27 hrs, Amit K Jadhav was reported in connection with a using forged document incident in the Baner area, Pune. Sakshi Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH12BQ5698 and contact number 9829953184 in connection with the reported events. The matter was registered on 21 May 2018 under IPC 471 and assigned to investigating officer IO0281.",IO0281,Final,0.943
DOC004092,C004092,FIR,2018-01-24,English,"On 02 January 2018 at approximately 14:50 hrs, Meera K Pawar was reported in connection with a using forged document incident in the Viman Nagar area, Pune. Tejas Anil Chavan was identified as another person relevant to the inquiry. The record notes vehicle MH15TM7218 and contact number 9395398496 in connection with the reported events. The matter was registered on 04 January 2018 under IPC 471 and assigned to investigating officer IO0350.",IO0350,Final,0.981
DOC004093,C004093,Investigation Note,2022-09-14,English,"On 03 September 2022 at approximately 06:14 hrs, Vidya K Sawant was reported in connection with a cheating incident in the Dhankawadi area, Pune. Gaurav Anil Shinde was identified as another person relevant to the inquiry. The record notes vehicle MH15LL3988 and contact number 9586785106 in connection with the reported events. The matter was registered on 06 September 2022 under IPC 420 and assigned to investigating officer IO0217.",IO0217,Final,0.966
DOC004094,C004094,Statement,2018-11-17,English,"On 17 October 2018 at approximately 13:57 hrs, Arjun Deshmukh was reported in connection with a robbery incident in the Vishrantwadi area, Pune. Manish Joshi was identified as another person relevant to the inquiry. The record notes vehicle MH42KX7212 and contact number 9770027565 in connection with the reported events. The matter was registered on 27 October 2018 under IPC 392 and assigned to investigating officer IO0217.",IO0217,Final,0.953
DOC004095,C004095,Investigation Note,2022-12-31,English,"On 16 December 2022 at approximately 17:23 hrs, Vikas Kale was reported in connection with a theft in dwelling house incident in the Baner area, Pune. Vikas S Kadam was identified as another person relevant to the inquiry. The record notes vehicle MH12WD8362 and contact number 9263625716 in connection with the reported events. The matter was registered on 23 December 2022 under IPC 380 and assigned to investigating officer IO0099.",IO0099,Reviewed,0.927
DOC004096,C004096,Statement,2024-04-13,English,"On 26 March 2024 at approximately 14:46 hrs, Rahul Prakash Deshmukh was reported in connection with a theft of property incident in the Dhankawadi area, Pune. Meera Ramesh More was identified as another person relevant to the inquiry. The record notes vehicle MH14NU5302 and contact number 9904353203 in connection with the reported events. The matter was registered on 09 April 2024 under IPC 379 and assigned to investigating officer IO0341.",IO0341,Archived,0.986
DOC004097,C004097,Statement,2022-06-03,English,"On 13 May 2022 at approximately 19:16 hrs, Shubham Anil Salunkhe was reported in connection with a robbery with preparation for hurt incident in the Swargate area, Pune. Isha Deshmukh was identified as another person relevant to the inquiry. The record notes vehicle MH12BD4288 and contact number 9545067027 in connection with the reported events. The matter was registered on 17 May 2022 under IPC 393 and assigned to investigating officer IO0209.",IO0209,Archived,0.927
DOC004098,C004098,Case Summary,2019-02-13,English,"On 19 January 2019 at approximately 17:57 hrs, Ananya J. was reported in connection with a cheating by personation / cyber fraud incident in the Dhankawadi area, Pune. Nandini Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH12FV8094 and contact number 9485361230 in connection with the reported events. The matter was registered on 21 January 2019 under IPC 419/420 and assigned to investigating officer IO0336.",IO0336,Final,0.926
DOC004099,C004099,FIR,2023-03-14,English,"On 13 February 2023 at approximately 06:37 hrs, Aniket Sanjay Gaikwad was reported in connection with a unlawful assembly incident in the Vishrantwadi area, Pune. Arjun Deshmukh was identified as another person relevant to the inquiry. The record notes vehicle MH12KE6725 and contact number 9678147319 in connection with the reported events. The matter was registered on 17 February 2023 under IPC 141 and assigned to investigating officer IO0002.",IO0002,Final,0.947
DOC004100,C004100,Investigation Note,2022-06-14,English,"On 19 May 2022 at approximately 15:53 hrs, Yash Kiran Patil was reported in connection with a assault / criminal force to woman incident in the Viman Nagar area, Pune. Gaurav Sanjay Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH15RL9420 and contact number 9513532405 in connection with the reported events. The matter was registered on 26 May 2022 under IPC 354 and assigned to investigating officer IO0327.",IO0327,Reviewed,0.955
DOC004101,C004101,FIR,2023-03-06,English,"On 10 February 2023 at approximately 14:06 hrs, Priya Kumar Pawar was reported in connection with a robbery incident in the Pimpri area, Pune. Tanvi Vijay Sawant was identified as another person relevant to the inquiry. The record notes vehicle MH42BP9187 and contact number 9560216371 in connection with the reported events. The matter was registered on 16 February 2023 under IPC 392 and assigned to investigating officer IO0018.",IO0018,Final,0.931
DOC004102,C004102,FIR,2021-05-28,English,"On 06 May 2021 at approximately 21:49 hrs, Omkar Gaikwad was reported in connection with a sexual harassment incident in the Swargate area, Pune. Nikhil More was identified as another person relevant to the inquiry. The record notes vehicle MH15RV8173 and contact number 9836300222 in connection with the reported events. The matter was registered on 18 May 2021 under IPC 354A and assigned to investigating officer IO0257.",IO0257,Archived,0.931
DOC004103,C004103,FIR,2021-04-06,English,"On 25 February 2021 at approximately 21:55 hrs, Siddharth Sutar was reported in connection with a cheating incident in the Pimpri area, Pune. Simran Joshi was identified as another person relevant to the inquiry. The record notes vehicle MH12FQ2911 and contact number 9461975032 in connection with the reported events. The matter was registered on 10 March 2021 under IPC 420 and assigned to investigating officer IO0155.",IO0155,Final,0.961
DOC004104,C004104,FIR,2022-11-23,English,"On 01 November 2022 at approximately 20:41 hrs, Tejas Mane was reported in connection with a cheating incident in the Hadapsar area, Pune. Pallavi Vijay Desai was identified as another person relevant to the inquiry. The record notes vehicle MH15XX7735 and contact number 9450110992 in connection with the reported events. The matter was registered on 03 November 2022 under IPC 420 and assigned to investigating officer IO0065.",IO0065,Draft,0.949
DOC004105,C004105,FIR,2018-07-02,English,"On 29 May 2018 at approximately 14:54 hrs, Pooja Vijay Wagh was reported in connection with a theft of property incident in the Wakad area, Pune. Vaishnavi Naik was identified as another person relevant to the inquiry. The record notes vehicle MH12ZW4145 and contact number 9336502167 in connection with the reported events. The matter was registered on 08 June 2018 under IPC 379 and assigned to investigating officer IO0202.",IO0202,Reviewed,0.927
DOC004106,C004106,FIR,2024-02-16,English,"On 31 January 2024 at approximately 15:13 hrs, Gaurav Sutar was reported in connection with a theft of property incident in the Bhosari area, Pune. Bhavana Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH42PN7279 and contact number 9567732296 in connection with the reported events. The matter was registered on 11 February 2024 under IPC 379 and assigned to investigating officer IO0241.",IO0241,Final,0.975
DOC004107,C004107,FIR,2022-05-16,English,"On 19 April 2022 at approximately 11:39 hrs, Sonali V Bhosale was reported in connection with a grievous hurt incident in the Pimpri area, Pune. Swapnil Thakur was identified as another person relevant to the inquiry. The record notes vehicle MH14AM6376 and contact number 9573779634 in connection with the reported events. The matter was registered on 25 April 2022 under IPC 325 and assigned to investigating officer IO0346.",IO0346,Final,0.97
DOC004108,C004108,FIR,2020-06-20,English,"On 05 June 2020 at approximately 21:29 hrs, Mayur Sanjay Thakur was reported in connection with a assault / criminal force to woman incident in the Swargate area, Pune. Swati Sanjay Salunkhe was identified as another person relevant to the inquiry. The record notes vehicle MH15ZI1133 and contact number 9762861157 in connection with the reported events. The matter was registered on 11 June 2020 under IPC 354 and assigned to investigating officer IO0023.",IO0023,Archived,0.927
DOC004109,C004109,FIR,2019-03-23,English,"On 19 February 2019 at approximately 16:26 hrs, Manish Patil was reported in connection with a sexual harassment incident in the Bhosari area, Pune. Nandini D Gore was identified as another person relevant to the inquiry. The record notes vehicle MH12LW6678 and contact number 9258103275 in connection with the reported events. The matter was registered on 05 March 2019 under IPC 354A and assigned to investigating officer IO0013.",IO0013,Archived,0.943
DOC004110,C004110,FIR,2019-12-23,English,"On 14 November 2019 at approximately 21:02 hrs, Siddharth Patil was reported in connection with a voluntarily causing hurt incident in the Swargate area, Pune. Tejas Kulkarni was identified as another person relevant to the inquiry. The record notes vehicle MH14JY6451 and contact number 9183171265 in connection with the reported events. The matter was registered on 24 November 2019 under IPC 323 and assigned to investigating officer IO0134.",IO0134,Reviewed,0.974
DOC004111,C004111,Investigation Note,2019-03-08,English,"On 19 February 2019 at approximately 20:38 hrs, Omkar Kiran Joshi was reported in connection with a house-breaking / house-trespass incident in the Kondhwa area, Pune. Ananya Kale was identified as another person relevant to the inquiry. The record notes vehicle MH14UH7237 and contact number 9152965361 in connection with the reported events. The matter was registered on 24 February 2019 under IPC 454 and assigned to investigating officer IO0016.",IO0016,Archived,0.942
DOC004112,C004112,FIR,2019-03-29,English,"On 21 February 2019 at approximately 21:36 hrs, Kajal K Salunkhe was reported in connection with a robbery with preparation for hurt incident in the Pimpri area, Pune. Isha Gaikwad was identified as another person relevant to the inquiry. The record notes vehicle MH14PQ8035 and contact number 9484693535 in connection with the reported events. The matter was registered on 03 March 2019 under IPC 393 and assigned to investigating officer IO0151.",IO0151,Reviewed,0.962
DOC004113,C004113,FIR,2020-10-16,English,"On 04 October 2020 at approximately 13:42 hrs, N. Sutar was reported in connection with a theft in dwelling house incident in the Kothrud area, Pune. Aarav Mahesh Deshmukh was identified as another person relevant to the inquiry. The record notes vehicle MH12AJ6244 and contact number 9422402842 in connection with the reported events. The matter was registered on 07 October 2020 under IPC 380 and assigned to investigating officer IO0200.",IO0200,Archived,0.964
DOC004114,C004114,Case Summary,2019-06-23,English,"On 12 June 2019 at approximately 10:38 hrs, Harsh Patil was reported in connection with a robbery incident in the Hadapsar area, Pune. Pallavi Joshi was identified as another person relevant to the inquiry. The record notes vehicle MH42UZ3106 and contact number 9884781328 in connection with the reported events. The matter was registered on 16 June 2019 under IPC 392 and assigned to investigating officer IO0107.",IO0107,Reviewed,0.923
DOC004115,C004115,Case Summary,2022-07-10,English,"On 10 June 2022 at approximately 21:09 hrs, Sakshi Prakash Gore was reported in connection with a theft of property incident in the Wakad area, Pune. Pranav Pawar was identified as another person relevant to the inquiry. The record notes vehicle MH12YB5072 and contact number 9201610811 in connection with the reported events. The matter was registered on 12 June 2022 under IPC 379 and assigned to investigating officer IO0056.",IO0056,Reviewed,0.971
DOC004116,C004116,FIR,2020-07-31,English,"On 08 July 2020 at approximately 12:30 hrs, Harsh Ramesh Sharma was reported in connection with a cheating by personation / cyber fraud incident in the Bhosari area, Pune. Ananya Wagh was identified as another person relevant to the inquiry. The record notes vehicle MH42UF6375 and contact number 9432228683 in connection with the reported events. The matter was registered on 09 July 2020 under IPC 419/420 and assigned to investigating officer IO0040.",IO0040,Reviewed,0.968
